,exchange,tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,RSI
45,NASDAQ,ACIU,0.1419287615510792,0.052106018,0.9392600573578066,0.11063594709575975,1.3076406496203175,60.301405312144034
46,NASDAQ,ACIW,0.062353114,0.025201766036984912,1.136246728014713,0.12492578436213445,3.2706352499729694,62.31676645252639
47,NASDAQ,ACLS,0.566206743,0.036000481,1.6791903840763738,0.16431208630864957,3.3836238095102456,29.572744604854776
48,NASDAQ,ACLX,0.8021230748408762,0.048696044931889386,0.6710191654782494,0.091177175,0.999612499,67.98332977609363
49,NASDAQ,ACMR,0.6682153979614898,0.054343476253185155,1.6207666438022958,0.16007390238368943,2.163532966421121,41.88458918191896
50,NASDAQ,ACNB,0.12602777456304326,0.029864480877431338,1.1416748747393386,0.12531955381411936,2.773179087023953,62.14676235879536
51,NASDAQ,ACNT,-0.006289565,0.037085289000579134,0.7899876327944984,0.099807404,1.5452867034296007,50.83822400482795
52,NASDAQ,ACON,-0.218378309,0.10362284157734074,0.49069905878779796,0.078096366,0.34351853142286737,53.69867042936447
53,NASDAQ,ACOR,-0.356618469,0.085366456,1.0816596263095513,0.12096591846050492,0.919165704,46.55450116093572
54,NASDAQ,ACRS,0.4141669698379748,0.082442488,1.0312534848437214,0.1173093484176155,0.9074125565095086,60.25845585532596
55,NASDAQ,ACRV,-0.755228036,0.05489974,0.40327964367651226,0.071754774,0.5328763632938757,56.871876152541375
56,NASDAQ,ACRX,-0.570995092,0.061132631091867215,1.1661588282278608,0.1270956725221605,1.3838055227008654,39.20618823273774
57,NASDAQ,ACST,0.034000967213497914,0.06949537,0.9430615695998942,0.1109117169797037,0.984406833,52.640435844009666
58,NASDAQ,ACT,0.24985899127973665,0.018171052751677973,0.5789300721013284,0.084496834,2.311194328171957,51.41781596612404
59,NASDAQ,ACTG,0.1264026809544738,0.028766508,0.6761197016418496,0.091547179,1.7050098248154464,67.96727116498295
60,NASDAQ,ACVA,-0.125558566,0.038779277,1.1493152650147365,0.1258738041769634,2.1499576550405934,51.35405432221122
61,NASDAQ,ACXP,0.093541218,0.058934689,0.3087751943562489,0.064899217,0.3800684799618481,41.813706110325946
62,NASDAQ,ADAG,-0.820986973,0.049797573,0.32037991966752544,0.065741049,0.4667104808140267,45.07372473281208
63,NASDAQ,ADAP,0.10154482223960347,0.085001907,1.2525176882539393,0.1333603301874076,1.0689210734286654,44.94537265774098
64,NASDAQ,ADBE,0.24108518244079943,0.023737347246789463,1.2880026613609523,0.13593448654737814,3.936180635,61.80754106775874
65,NASDAQ,ADD,-0.339014728,0.086093294,0.9720799169395108,0.11301677038174068,0.8190739018972525,41.481246612073974
66,NASDAQ,ADEA,0.36847626657537735,0.040540552,1.0889674782354803,0.12149604577541434,1.9485685637087713,46.80031567
67,NASDAQ,ADES,-0.086234895,0.042563278094642214,1.0662060202847545,0.1198448806027829,1.8171739599285919,57.25845598378005
68,NASDAQ,ADI,0.21059165945453176,0.022214464,1.2506274432876512,0.13322320774723553,4.083970210839958,47.07840857268867
69,NASDAQ,ADIL,0.2087265116184657,0.089175557,0.6906636507386555,0.092602228,0.5618381310850152,56.80663901036076
70,NASDAQ,ADMA,0.19798107992450573,0.048339398,0.8777290058031363,0.10617235211944492,1.317193736362579,53.71702895239257
71,NASDAQ,ADN,-0.109523082,0.085433744,0.2152069204807759,0.058111573,0.1827331054640387,68.50474923
72,NASDAQ,ADOC,0.051832602,0.003158167,0.023327833136058337,0.044192251,0.5358333498784578,76.42706654318556
73,NASDAQ,ADP,0.14885052699673443,0.017888721143850095,1.027688051574903,0.11705070421074795,4.167469748745985,31.998549279646525
74,NASDAQ,ADPT,-0.201819726,0.047578948,1.6055240714218062,0.15896817336095012,2.4478929829136415,48.343195373534385
75,NASDAQ,ADSE,0.034336009,0.039518466,0.2631972571547583,0.061592896,0.4831385832180608,59.969185390968036
76,NASDAQ,ADSK,0.16160696373483657,0.025358279387904956,1.3605015753769283,0.14119371388404192,3.8919720212214197,44.04930246205009
77,NASDAQ,ADTH,-0.564994153,0.04667787,0.3857449962248165,0.070482773,0.5994869173601309,59.413292128553245
78,NASDAQ,ADTN,0.016961401,0.032102163,1.0350297727613293,0.11758328847474547,2.3388856773916635,46.17270295
79,NASDAQ,ADTX,-0.255675589,0.18585154667591525,0.46151601293053474,0.075979365,0.1801403645660064,26.4620037
80,NASDAQ,ADUS,0.1476857495166461,0.028306720117402196,0.821538603,0.10209617929052067,2.105372118117018,47.822619497331814
81,NASDAQ,ADV,-0.260530964,0.031616668,0.538042339,0.08153075,1.2344991605785982,41.549491292935464
82,NASDAQ,ADVM,0.16631498509728548,0.054331831,1.145372229713009,0.12558776790552756,1.529264996940075,37.02234946269391
83,NASDAQ,ADXN,-0.176961127,0.085497586,0.38141188994838415,0.07016844,0.3236166181438214,40.44249673167941
84,NASDAQ,AEAE,0.028751625,0.003840667,-0.014460181,0.041451027,-0.27312251,70.37405441637748
85,NASDAQ,AEHL,-0.114778765,0.071123149,0.8703048329362261,0.10563378663299958,0.8876686013187368,30.497661460619568
86,NASDAQ,AEHR,0.9678297625012373,0.0631018,1.2617031520977575,0.13402666351395506,1.4504604259658203,35.589503895489074
87,NASDAQ,AEI,-0.773604692,0.080184196,0.8748253794252584,0.10596171680953353,0.791449192,60.712751279200425
88,NASDAQ,AEIS,0.25319421158814454,0.030057725258780008,1.522649312340381,0.15295625988064046,3.6748043615967125,43.57148939344482
89,NASDAQ,AEMD,0.3092867563858178,0.13681236415359274,0.44246278118978455,0.074597203,0.23460747216522929,60.83722000885238
90,NASDAQ,AENT,-0.509083383,0.045090217277222046,0.028906220884032365,0.04459692,0.046504976780476555,73.98700380816294
91,NASDAQ,AEP,0.06772877,0.015217589683575866,0.5747035249527921,0.084190231,2.739608051746192,63.76621365466351
92,NASDAQ,AERT,-0.011872002,0.008974556,0.00490429,0.042855767743659574,0.039641821,55.60991907933562
93,NASDAQ,AEY,-0.009545439,0.048994486109599125,0.9505464941632453,0.11145468952502718,1.4073969338259351,49.379814996581885
94,NASDAQ,AEYE,0.30216989031082786,0.057396331,0.9469022783080356,0.11119033025969807,1.1967721489483094,55.630327136655445
95,NASDAQ,AEZS,-0.1390449,0.081923902,0.9969366785453924,0.11481993339339325,0.8827696439224655,39.368819943023794
96,NASDAQ,AFAR,0.062365278,0.0021617,0.000816176,0.042559207148924395,0.027389163355287904,90.16725124340932
97,NASDAQ,AFARU,0.069831102,0.010622225717167859,0.037082854,0.04519007,0.2532491951096927,0.5519730135608683
98,NASDAQ,AFBI,0.10468662201478636,0.020884998600675105,0.18625716680612017,0.056011496,0.6469474195923739,44.80907630086702
99,NASDAQ,AFCG,-0.21351935,0.021745338985574732,0.5181600523340555,0.080088446,1.7285748449274947,57.214791869689954
100,NASDAQ,AFIB,-0.580511042,0.071264951,0.7871723095389563,0.099603174,0.8012799242227824,65.28608269676829
101,NASDAQ,AFMD,-0.222053037,0.046113343,1.2617889829388595,0.13403288986799058,1.984954544040109,64.90643154706123
102,NASDAQ,AFRI,0.091868945,0.022846933,0.11600049389872168,0.050914926,0.36831752282489455,44.73620169306292
103,NASDAQ,AFRM,0.049576061,0.069656606,2.3612975318069354,0.21379360760547642,2.459115047162403,56.48186878790866
104,NASDAQ,AFYA,0.073096235,0.034182528831309136,1.0869152125759851,0.12134717000527334,2.3066511665764784,63.84414520576957
105,NASDAQ,AGAE,-0.100971675,0.057514312,0.7290330593316495,0.095385628,0.919521184,44.43703685508892
106,NASDAQ,AGBA,-0.357739666,0.053391133,-0.003776307,0.042226058590053225,-0.005130841,55.542334782763504
107,NASDAQ,AGEN,0.1264526619017466,0.047944722,1.1663414617974892,0.12710892115457134,1.7647181536405376,30.176833127116794
108,NASDAQ,AGFY,-1.271283667,0.10621165625214143,0.9988159762993549,0.11495626169921025,0.6821874759885347,40.27258784
109,NASDAQ,AGIL,-0.653688929,0.066611156,0.1569514882534855,0.053885598925949435,0.17092630734797887,28.11080145663648
110,NASDAQ,AGIO,-0.09351437,0.034335232,1.084117836876517,0.12114424234836638,2.2904823511719705,55.851068117047994
111,NASDAQ,AGLE,0.30207153973780987,0.11275895688412749,1.1792192,0.12804309998316424,0.7586368510935179,57.208894661591344
112,NASDAQ,AGMH,-0.267211901,0.051404841463353945,0.4192755504423951,0.072915151,0.5916787291052341,62.612730366566936
113,NASDAQ,AGNC,-0.045431799,0.019610355618830108,0.7611769705872868,0.097717417,2.8157274443865994,58.01075219667349
114,NASDAQ,AGNCL,-0.083082656,0.012350729841528078,0.35476777956399563,0.068235619,2.0837326207596694,58.752349106600946
115,NASDAQ,AGNCM,0.065889583,0.020596574479891296,0.5461235156474935,0.082116976,1.9234740149062575,55.69089507496609
116,NASDAQ,AGNCN,0.07833215,0.018871525289722337,0.4095477005352211,0.072209472,1.5743015803579492,58.746529102849976
117,NASDAQ,AGNCO,0.075883405,0.024624048,0.61515957,0.087125,1.812252832770945,56.426792173863184
118,NASDAQ,AGNCP,0.051091087,0.025904453,0.7053873044166666,0.093670314,1.9753481612350796,65.88834088678048
119,NASDAQ,AGRI,-1.131264204,0.095178141,0.18561242654886648,0.055964725,0.14146867016210424,52.20830585700838
120,NASDAQ,AGRX,-0.582949854,0.092469614,0.9278232206948589,0.10980629433696837,0.7278747180258133,63.038428107284005
121,NASDAQ,AGYS,0.47704832793402074,0.032409678401419596,1.013097285,0.11599225855868542,2.267602215869761,73.03255825426388
122,NASDAQ,AHCO,0.099415501,0.034520645,0.6481738690859389,0.089519928,1.3620814020806438,47.040041420138905
123,NASDAQ,AHG,0.6851070058604669,0.1265829086012438,0.8501102337208736,0.10416882692032103,0.4871813075064312,31.971626864412514
124,NASDAQ,AHI,2.0795713576774357,0.29150429575347847,0.5245409089007267,0.080551327,0.13053436122426443,28.935375682476575
125,NASDAQ,AIB,0.087570496,0.006002016,0.009457481,0.043186066,0.11430593234389405,88.91731989153591
126,NASDAQ,AIBBU,0.064408406,0.008180873,0.029718487,0.044655843,0.2635223585151571,0
127,NASDAQ,AIH,-0.29998265,0.055301512,0.535762058,0.081365333,0.7027897056488754,74.67438061120122
128,NASDAQ,AIHS,-0.214888791,0.08637303,0.6354073837493301,0.08859382,0.5336598664839066,47.71070105057412
129,NASDAQ,AIMAU,0.064081357,0.006641538,0.029801068723571782,0.044661834,0.3255019807753092,1.0177446549095777
130,NASDAQ,AIMBU,0.076604392,0.003737359,-0.00587421,0.042073872,-0.114018438,64.32498340420226
131,NASDAQ,AIMD,3.215725327407194,0.18966463236432207,0.3860149316860083,0.070502354,0.14764141322612415,67.69971021
132,NASDAQ,AIP,-0.196954552,0.051201201,1.2960790555743886,0.13652036557474698,1.8362922012480662,73.79485619218276
133,NASDAQ,AIRE,-79.90338139,0.25354074836819934,2.9114375079358807,0.2537019461057102,0.8330098710562945,
134,NASDAQ,AIRG,-0.122229295,0.037430425091742874,0.9761927217537847,0.11331512209918607,1.8919133813098965,52.52172140539345
135,NASDAQ,AIRS,-0.138265965,0.052484837,1.5636442937586599,0.15593012410836565,2.1611979789548204,45.03206942
136,NASDAQ,AIRT,0.5578236461012555,0.094322451,0.6954094312466635,0.092946498,0.534830224,58.69000075548958
137,NASDAQ,AIRTP,0.018386606859479307,0.019122386403997424,0.20242086984464228,0.057184046,0.7678981831471078,59.57713946782323
138,NASDAQ,AIXI,-1.123235676,0.073782073,0.5829158051729049,0.084785968,0.5731198096190084,58.32913626245353
139,NASDAQ,AKAM,0.1267809365934471,0.018175158226229476,0.7248449729510696,0.095081815,2.893059554826695,37.77810915560775
140,NASDAQ,AKAN,-2.00880177,0.094978787,1.038422911,0.11782943400180187,0.7931185076301411,49.049560560930374
141,NASDAQ,AKBA,0.15441929339527907,0.062755098,1.5351121518759065,0.1538603410971294,1.7745226246742034,33.243068751977674
142,NASDAQ,AKLI,-0.909021849,0.060256175,0.3577802952534289,0.068454153,0.4307301812765443,37.48558840751998
143,NASDAQ,AKRO,0.3937347146614984,0.064766777,0.8768339634240611,0.10610742381794694,0.9820995705029272,54.75575698187882
144,NASDAQ,AKTS,-0.129964117,0.045082335,1.4598128928622593,0.1483979707042731,2.3489903641062626,44.31053765467136
145,NASDAQ,AKTX,0.071409494,0.081556607,0.5722297737541746,0.08401078,0.5089812035381845,47.12791599188038
146,NASDAQ,AKU,-0.062644824,0.064885396,0.4954491452082097,0.078440948,0.5539142868058453,75.73440424398562
147,NASDAQ,AKYA,-0.50190524,0.045965647919650146,0.99470742,0.1146582182063548,1.5698292414476642,60.80589353630193
148,NASDAQ,ALAR,-0.702040531,0.065170209,0.38860492163072446,0.070690238,0.432563255,42.78886908648932
149,NASDAQ,ALBT,-0.07624479,0.075420861,0.9261513289647472,0.10968501171073469,0.8908014434321228,52.52422135705354
150,NASDAQ,ALCO,0.016764790240917194,0.022152989806388898,0.7129715947893918,0.094220495,2.334695912370155,29.600497925495503
151,NASDAQ,ALCY,0.035635621,0.00144586,0.000161084,0.042511685396968146,0.008081968,88.24081929397711
152,NASDAQ,ALCYU,0.060271894280146725,0.002099312,-0.00521959,0.042121359726572646,-0.180364025,98.11511972880214
153,NASDAQ,ALDX,0.15149244670997286,0.058657336,1.4426657370056755,0.14715407909498487,1.7841600978165335,46.18805518099142
154,NASDAQ,ALEC,0.060912388397444214,0.050176844,1.3915645190045802,0.1434470867034995,2.0118261423868673,35.031769547164984
155,NASDAQ,ALGM,0.2368245089753644,0.029692445386125813,1.0658877047538104,0.11982178930873044,2.604089636378015,34.943801983097956
156,NASDAQ,ALGN,0.1218869446009359,0.035245001,1.548973325324721,0.15486586046675993,3.188136087430015,37.934478068772584
157,NASDAQ,ALGS,-0.5210174,0.058492113,0.6951841010620895,0.092930152,0.86217011,47.30097955067346
158,NASDAQ,ALGT,0.020886137,0.033271571,1.4205280966700096,0.14554816699543385,3.097183662830881,46.62614493
159,NASDAQ,ALHC,-0.164572047,0.041636337,0.8392207815200492,0.1033788826091104,1.462157506346503,69.48140817903425
160,NASDAQ,ALIM,0.3231129877182915,0.056000005,0.97539156,0.11325700409069675,1.2635178067991868,62.08010787415314
161,NASDAQ,ALKS,0.002276698,0.026423417668023575,0.7753941781197908,0.098748763,2.1287467073916844,35.85577214956312
162,NASDAQ,ALKT,-0.174357681,0.032874503,0.973113614,0.11309175696568655,2.147310256222493,67.57642851890975
163,NASDAQ,ALLK,-0.056453264,0.060543367,0.8342585257730527,0.1030189098918588,0.9995960398487697,65.10211402300342
164,NASDAQ,ALLO,-0.205602793,0.043482152,1.207082874,0.1300643909115151,2.0138007503807023,50.26726585757813
165,NASDAQ,ALLR,-4.353329396,0.089817499,0.987378922,0.11412659317256035,0.797468133,45.99404447678737
166,NASDAQ,ALLT,-0.15415017,0.033748449,0.9849010467351305,0.1139468427452133,2.1170408020621667,31.33799725061847
167,NASDAQ,ALNT,0.075295308,0.031436997,1.2716824673917468,0.13475058453412056,2.934459144028537,32.58978370922868
168,NASDAQ,ALNY,0.23795111953164236,0.031081903445159268,0.8307027158267379,0.10276096378152785,1.938779711089829,48.252465789814536
169,NASDAQ,ALOR,0.057700069,0.001978657,-0.003944539,0.042213854657341725,-0.144615966,92.86319508082846
170,NASDAQ,ALOT,0.056493407,0.030787002609019114,0.7869718049416586,0.099588629,1.8543094325851344,66.24671367903338
171,NASDAQ,ALPN,0.611951118,0.061073162,0.3854683695661687,0.070462706,0.4578558656073879,76.08937524525723
172,NASDAQ,ALPP,1.8862606067590342,0.129024141,0.9624263464077597,0.11231647958806329,0.5411117568473223,76.96794872369375
173,NASDAQ,ALRM,0.11013775784298684,0.026115469260026537,0.9805289787460256,0.11362968351878702,2.7236609386782558,64.17908598265156
174,NASDAQ,ALRN,-0.142861647,0.06953225,1.0494929960454262,0.11863248183583819,1.0949233100466167,66.38695906031788
175,NASDAQ,ALRS,0.033889916,0.021890909321037582,0.6282628979720725,0.088075543,2.0819392564571966,59.16587524603793
176,NASDAQ,ALSA,0.070445693,0.002045923,0.007130708,0.043017277,0.25283302437816346,0.12027362107785677
177,NASDAQ,ALSAU,0.065201145,0.003153029,0.00068938,0.042550009132203165,0.015860663,95.35201291956689
178,NASDAQ,ALT,0.5014031828827247,0.070586311,0.420340551,0.072992409,0.43198756774565394,47.72604353632867
179,NASDAQ,ALTI,0.1342673482893697,0.050105860942124096,0.1350547216255892,0.05229716,0.1955292283103679,46.91282344251412
180,NASDAQ,ALTO,0.6600013131618001,0.063168457,1.0506989572685403,0.118719965,1.206614326,59.28022274751751
181,NASDAQ,ALTR,0.21622864166159397,0.025788592234216066,1.158289055750887,0.126524782,3.2582151641839405,55.44856492732845
182,NASDAQ,ALTU,0.013109475,0.009600675,0.039131762,0.045338702248875484,0.29567736148405044,81.09158843503764
183,NASDAQ,ALTUW,0.770099859,0.13370564637881593,0.5596026523580776,0.083094781,0.30361306728309495,88.28953168651326
184,NASDAQ,ALVO,0.072591196,0.043292386,0.22202623871126284,0.058606261,0.37203451007716787,60.52240673220561
185,NASDAQ,ALVR,-0.363474429,0.060122949,1.1371499452396334,0.12499130568455313,1.3720435695244408,60.12238829218195
186,NASDAQ,ALXO,-0.023910402,0.056380679512036895,0.8557729962143896,0.10457961590538599,1.1010795975265322,30.737926390929942
187,NASDAQ,ALYA,-0.070391862,0.040261268042357065,0.5241773189673412,0.080524951,0.9444548890911445,35.40762986072171
188,NASDAQ,ALZN,-1.567021146,0.059431643904468236,0.7391372817505988,0.09611861,0.9021895828662453,47.02905715
189,NASDAQ,AMAL,0.093734147,0.027577725376234267,0.8537376864133291,0.10443197014972738,2.2457243773664763,66.61888513
190,NASDAQ,AMAM,-0.738680872,0.058529919,0.420597392,0.073011041,0.5212896393422629,45.03148852889484
191,NASDAQ,AMAO,-0.117407985,0.016074247,-0.005271635,0.042117584,-0.023790584,61.57554615830375
192,NASDAQ,AMAOU,-0.121725898,0.016885803,-0.025522373,0.040648552,-0.109645243,69.35452526947186
193,NASDAQ,AMAT,0.394533786,0.028974133368961996,1.5882505897177874,0.15771511780266798,3.976481930813849,38.57578560820221
194,NASDAQ,AMBA,0.24140133673388936,0.038174957,1.611637003565093,0.15941161862177236,3.0625212888086417,34.69094016177043
195,NASDAQ,AMCX,-0.143302055,0.03670642,0.990799267,0.11437471236260638,1.9580965097457999,64.61909784674287
196,NASDAQ,AMD,0.4888752306875511,0.034602245,1.6072502305765919,0.1590933926630252,3.3695326002069756,62.04956501533128
197,NASDAQ,AMED,0.056452474249777604,0.026878641,0.9053759945629841,0.10817792421712058,2.4434987035742775,50.133416818648946
198,NASDAQ,AMEH,0.2805912660936769,0.039158857385381725,1.185466886489677,0.128496321,2.196088608988857,56.47915171997108
199,NASDAQ,AMGN,0.11651573281938819,0.016163988781026498,0.6472459652567439,0.089452616,2.904766681583432,48.78297114
200,NASDAQ,AMKR,0.3927334382298608,0.035320782,1.5724904944948241,0.15657184655853917,3.229595704470801,56.43016138075083
201,NASDAQ,AMLI,0.7586351741273321,0.067870719,1.5243520730424707,0.1530797818085724,1.6292708158522309,77.98791051
202,NASDAQ,AMLX,0.405691853,0.057686749978447895,0.9103236508270081,0.10853683785643986,1.1447488007404056,48.805330597010666
203,NASDAQ,AMNB,0.13175410040657726,0.026834197,1.0328908817982607,0.11742812871855057,2.7922627014470587,54.81813852298881
204,NASDAQ,AMPG,-0.123867852,0.056230115,0.7732340367293037,0.098592062,0.9975448617578532,47.839994413401485
205,NASDAQ,AMPGW,1.255256644709975,0.13082482803213547,0.17900683572092868,0.055485541,0.099258998,97.23794258
206,NASDAQ,AMPH,0.25788032782956144,0.025417406517176822,0.7094789263608363,0.093967129,2.024877283380766,41.650301591502775
207,NASDAQ,AMPL,-0.452727643,0.047832118,1.5960225212521912,0.1582789104516918,2.420526538741712,68.25257986486302
208,NASDAQ,AMRK,0.4534079819178917,0.032016606087029297,0.5007888671970797,0.078828303,1.1346706359331051,45.525626313000316
209,NASDAQ,AMRN,-0.340673469,0.049459175439093436,1.2082209671061968,0.13014695064997833,1.772106992723954,54.39543322785517
210,NASDAQ,AMSC,0.3185632777414336,0.051778755,1.4640442640924853,0.14870492348484404,2.0511293386835834,67.35581618983792
211,NASDAQ,AMSF,0.040798565,0.018764778260920056,0.6864655260333422,0.092297687,2.6537850195458246,51.75639942674067
212,NASDAQ,AMST,-0.27936223,0.0828793,0.6035777642049774,0.086284831,0.5282963402649188,43.30308200109092
213,NASDAQ,AMSWA,0.11118481223564206,0.028705929224105368,0.9298286105303851,0.1099517696338996,2.3497504333445507,56.04750121
214,NASDAQ,AMTI,-0.832732488,0.066462212,1.0329774006156218,0.11743440497986532,1.1274738414088799,41.87413073961377
215,NASDAQ,AMTX,1.0632635174671632,0.081050405,1.2026791207220666,0.12974493317986027,1.0764280906602115,65.39827497330302
216,NASDAQ,AMWD,0.15824949481497513,0.033477951,1.525039105019731,0.1531296205876081,3.304551683873878,46.82427453046444
217,NASDAQ,AMZN,0.17201551918917263,0.022900731405464395,1.103260603939224,0.12253289989175237,3.4947748381807373,45.87986808158698
218,NASDAQ,ANAB,-0.030125172,0.042715286502961206,0.9652042482431357,0.11251799456893538,1.6391788584651406,34.843280083978925
219,NASDAQ,ANDE,0.20390040906738136,0.030525734733012375,0.8887747214052729,0.1069736321142731,2.1121074620538915,43.81453720054988
220,NASDAQ,ANEB,0.013951443409598942,0.062945657,0.37810039503716675,0.069928217,0.4357443884529175,65.19824532444098
221,NASDAQ,ANGH,0.025942847,0.088136629,-0.024295765,0.040737533,-0.019996988,73.41375296946043
222,NASDAQ,ANGI,-0.261775243,0.042459953,1.1450633263102055,0.12556535938751784,1.956322471690433,49.929649252381836
223,NASDAQ,ANGO,-0.114458972,0.030844994809726408,0.9690544468556592,0.1127972962670285,2.279050351626628,55.536247949501124
224,NASDAQ,ANIK,-0.01991558,0.030442845,0.8722218768515122,0.10577285312663887,2.0784145726530943,53.91384378990802
225,NASDAQ,ANIP,0.1901119858669953,0.035350952,1.0545974859225238,0.11900277252316405,2.164093718766476,64.30614135838577
226,NASDAQ,ANIX,0.24563159020963893,0.047749534,0.8837207425952883,0.10660700560852251,1.342568189042457,52.688481273955475
227,NASDAQ,ANL,-6.415697719,0.048659265,0.097463658,0.049570223610657854,0.14530066527299734,45.72819475869361
