,exchange,tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,Average Volume,EPS,RSI,label
125,ALPN,NASDAQ,0.611951118,0.061073162,0.3854683695661687,0.070462706,0.4578558656073879,490636,-1.27,76.08937524525723,0
126,ALPP,NASDAQ,1.8862606067590344,0.129024141,0.9624263464077596,0.1123164795880632,0.5411117568473223,134203,-0.9,76.96794872369375,0
127,ALRM,NASDAQ,0.1101377578429868,0.026115469,0.9805289787460256,0.113629684,2.723660938678256,257333,1.27,64.17908598265156,0
128,ALRN,NASDAQ,-0.142861647,0.06953225,1.0494929960454262,0.1186324818358381,1.0949233100466167,40201,-2.72,66.38695906031788,0
129,ALRS,NASDAQ,0.033889916,0.021890909,0.6282628979720725,0.088075543,2.081939256457197,30206,1.85,59.16587524603793,0
130,ALSA,NASDAQ,0.070445693,0.002045923,0.007130708,0.043017277,0.2528330243781634,25295,0.33,0.1202736210778567,0
131,ALTI,NASDAQ,0.1342673482893697,0.050105861,0.1350547216255892,0.05229716,0.1955292283103679,38177,-1.44,46.91282344251412,0
132,ALTR,NASDAQ,0.2162286416615939,0.025788592,1.158289055750887,0.126524782,3.2582151641839405,277085,-0.21,55.44856492732845,0
133,ALTU,NASDAQ,0.013109475,0.009600675,0.039131762,0.045338702,0.2956773614840504,6428,0.18,81.09158843503764,0
134,ALVO,NASDAQ,0.072591196,0.043292386,0.2220262387112628,0.058606261,0.3720345100771678,51100,-1.98,60.52240673220561,0
135,ALVR,NASDAQ,-0.363474429,0.060122949,1.1371499452396334,0.1249913056845531,1.3720435695244408,855371,-1.73,60.12238829218195,0
136,ALYA,NASDAQ,-0.070391862,0.040261268,0.5241773189673412,0.080524951,0.9444548890911444,14553,-0.26,35.40762986072171,0
137,ALZN,NASDAQ,-1.567021146,0.059431644,0.7391372817505988,0.09611861,0.9021895828662452,19490,-2.29,47.02905715,0
138,AMAL,NASDAQ,0.093734147,0.027577725,0.8537376864133291,0.1044319701497273,2.2457243773664763,84080,2.91,66.61888513,0
139,AMAM,NASDAQ,-0.738680872,0.058529919,0.420597392,0.073011041,0.5212896393422629,892331,-0.2,45.03148852889484,0
140,AMAO,NASDAQ,-0.117407985,0.016074247,-0.005271635,0.042117584,-0.023790584,26534,0.08,61.57554615830375,0
141,AMBA,NASDAQ,0.2414013367338893,0.038174957,1.611637003565093,0.1594116186217723,3.0625212888086417,619739,-2.52,34.69094016177043,0
142,AMCX,NASDAQ,-0.143302055,0.03670642,0.990799267,0.1143747123626063,1.95809651,351404,-0.69,64.61909784674287,0
143,AMED,NASDAQ,0.056452474,0.026878641,0.905375995,0.1081779242171205,2.443498703574277,387839,0.08,50.13341681864895,0
144,AMEH,NASDAQ,0.2805912660936769,0.039158857,1.185466886489677,0.128496321,2.196088608988857,172155,1.08,56.47915171997108,0
145,AMLI,NASDAQ,0.7586351741273321,0.067870719,1.524352073042471,0.1530797818085724,1.6292708158522309,459819,-0.13,77.98791051,0
146,AMNB,NASDAQ,0.1317541004065772,0.026834197,1.0328908817982607,0.1174281287185505,2.7922627014470587,24869,2.76,54.81813852298881,0
147,AMPG,NASDAQ,-0.123867852,0.056230115,0.7732340367293037,0.098592062,0.9975448617578532,25239,-0.14,47.839994413401485,0
148,AMPH,NASDAQ,0.2578803278295614,0.025417407,0.7094789263608363,0.093967129,2.024877283380766,429712,1.9,41.650301591502775,0
149,AMPL,NASDAQ,-0.452727643,0.047832118,1.5960225212521912,0.1582789104516918,2.420526538741712,524053,-0.95,68.25257986486302,0
150,AMRK,NASDAQ,0.4534079819178917,0.032016606,0.5007888671970797,0.078828303,1.1346706359331051,280631,6.15,45.52562631300032,0
151,AMSC,NASDAQ,0.3185632777414336,0.051778755,1.4640442640924851,0.148704923,2.0511293386835834,920885,-0.91,67.35581618983792,0
152,AMSF,NASDAQ,0.040798565,0.018764778,0.6864655260333422,0.092297687,2.653785019545825,76438,3.29,51.75639942674067,0
153,AMST,NASDAQ,-0.27936223,0.0828793,0.6035777642049774,0.086284831,0.5282963402649188,11107,-1.79,43.30308200109092,0
154,AMSWA,NASDAQ,0.111184812,0.028705929,0.9298286105303852,0.1099517696338996,2.3497504333445507,214504,0.33,56.04750121,0
155,AMTX,NASDAQ,1.0632635174671632,0.081050405,1.2026791207220666,0.1297449331798602,1.0764280906602115,553782,-3.79,65.39827497330302,0
156,AMWD,NASDAQ,0.1582494948149751,0.033477951,1.525039105019731,0.1531296205876081,3.304551683873878,136847,6.8,46.82427453046444,0
157,ANAB,NASDAQ,-0.030125172,0.042715287,0.9652042482431356,0.1125179945689353,1.6391788584651406,243398,-5.37,34.843280083978925,0
158,ANDE,NASDAQ,0.2039004090673813,0.030525735,0.8887747214052729,0.1069736321142731,2.1121074620538915,192323,2.06,43.81453720054988,0
159,ANEB,NASDAQ,0.013951443,0.062945657,0.3781003950371667,0.069928217,0.4357443884529175,14247,-0.45,65.19824532444098,0
160,ANGH,NASDAQ,0.025942847,0.088136629,-0.024295765,0.040737533,-0.019996988,21241,-2.48,73.41375296946043,0
161,ANGI,NASDAQ,-0.261775243,0.042459953,1.1450633263102057,0.1255653593875178,1.956322471690433,613212,-0.21,49.92964925238184,0
162,ANGO,NASDAQ,-0.114458972,0.030844995,0.9690544468556592,0.1127972962670285,2.279050351626628,777906,0.15,55.53624794950112,0
163,ANIK,NASDAQ,-0.01991558,0.030442845,0.8722218768515122,0.1057728531266388,2.0784145726530943,214655,-1.66,53.91384378990802,0
164,ANIP,NASDAQ,0.1901119858669953,0.035350952,1.0545974859225238,0.119002773,2.164093718766476,176419,-0.48,64.30614135838577,0
165,ANIX,NASDAQ,0.2456315902096389,0.047749534,0.8837207425952883,0.1066070056085225,1.342568189042457,46953,-0.32,52.68848127395548,0
166,ANL,NASDAQ,-6.415697719,0.048659265,0.097463658,0.049570224,0.1453006652729973,32657,-3.42,45.72819475869361,0
167,ANNX,NASDAQ,-0.186230094,0.056050778,0.6389170826562025,0.088848421,0.8269005831405738,350919,-1.8,67.51096909,0
168,ANSS,NASDAQ,0.1790833089286794,0.022446664,1.2834954307328317,0.1356075223320681,4.1479447852564135,458790,5.55,30.987493114077125,0
169,ANTE,NASDAQ,0.053270621,0.064783867,0.4517015569766635,0.075267404,0.5057957366182837,1628,-1.6,59.17325153918397,0
170,ANTX,NASDAQ,0.6759007584172243,0.075763651,0.7787158829993194,0.098989727,0.7456046010735418,63558,-3.15,53.330609130463024,0
171,ANY,NASDAQ,0.3182751026464339,0.091737268,1.0714572308362098,0.1202258147237644,0.8472654176930595,119298,-16.3,66.05303698646337,0
172,AOGO,NASDAQ,0.047010337,0.00192912,-0.001057384,0.042423295,-0.03976162,13655,0.48,0,0
173,AONC,NASDAQ,0.347574161,0.083099499,0.052718378,0.046324305,0.046020791,219757,0.08,54.935983702547325,0
174,AOSL,NASDAQ,0.3687603521311264,0.039953654,1.5832917960062785,0.1573553962289255,2.874715692065628,144719,-0.25,41.74844602513363,0
175,AOUT,NASDAQ,-0.03467012,0.033432184,0.5595869942034393,0.083093646,1.214208613,35065,-0.73,39.09592036657151,0
176,APAC,NASDAQ,0.060036429,0.002207921,-0.001196461,0.042413206,-0.039310197,4195,0.24,85.73162620991667,0
177,APCX,NASDAQ,8.564099236,0.3985594558989581,-0.70064534,-0.008326322,-0.127525068,185047,-1.2,52.01826596977776,0
178,APDN,NASDAQ,0.826151504,0.1563361533747531,0.275331056,0.062473108,0.1277574458412184,38693,-0.53,74.92836765076345,0
179,APEI,NASDAQ,-0.236471712,0.036167555,0.7053561297852925,0.093668053,1.414750104349471,49568,-3.61,46.55888439,0
180,API,NASDAQ,-0.421863632,0.058611761,1.2327418613868295,0.1319257491226248,1.525730455387617,287319,-1.17,67.55484580050489,0
181,APLT,NASDAQ,0.1711290812294779,0.06219611,1.2608009310761747,0.1339612144582716,1.470529508219823,934658,-0.97,62.74903448371517,0
182,APM,NASDAQ,-0.052407195,0.1064592682297272,0.5458017712184347,0.082093636,0.3719134691871861,151850,-2.61,45.98878654503442,0
183,APOG,NASDAQ,0.1615541229667397,0.030144455,1.3798183947380125,0.1425949975559438,3.3205110810470635,175071,4.55,49.14535770127859,0
184,APPF,NASDAQ,0.3504058585989463,0.030083962,1.233498902134715,0.1319806664886335,2.974364423190868,155209,-1.33,42.80555387575802,0
185,APPN,NASDAQ,0.342759147,0.045309135,1.4790607592956269,0.1497942523823202,2.368048991335185,267723,-1.9,59.63486614197735,0
186,APRE,NASDAQ,3.161952189239373,0.5126095217265476,0.6475033676028504,0.089471289,0.091631713,12282,25.83,28.90674094776618,0
187,APRN,NASDAQ,0.3649577684249472,0.097830946,0.1397882607183302,0.052640541,0.1036537196762445,409203,-26.95,64.73905582178654,0
188,APTM,NASDAQ,0.048457057,0.00231438,0.007201225,0.043022392,0.2257159036770728,16784,0.25,93.75540608727714,0
189,APTMU,NASDAQ,0.038695192,0.006430388,0.000162017,0.042511753,0.001827739,159,0.01,0.3752341690955774,0
190,APTO,NASDAQ,2.589660776996761,0.3913203783454775,1.0686320747863185,0.1200208718204175,0.1981007790807616,41607,-7.8,44.82824021323699,0
191,APVO,NASDAQ,-0.391238626,0.080536702,1.0358195070534406,0.1176405775008522,0.9329979486720488,429438,-3.35,59.46462048549533,0
192,APWC,NASDAQ,0.3062532577186935,0.06216782,0.2194126508793585,0.058416666,0.2560274155448524,3107,0.21,79.10103048,0
193,APXI,NASDAQ,0.064590473,0.00220728,-0.003394334,0.042253768,-0.111554621,7526,0.14,85.72356393125146,0
194,APYX,NASDAQ,0.2256026249211055,0.055851643,1.220493870132203,0.1310372534630711,1.5852219917779953,147631,-0.47,56.26241765054635,0
195,AQB,NASDAQ,-0.137943748,0.065019775,0.7867476963441266,0.099572372,0.8777694513925571,30200,-7.54,40.16651333791608,0
196,AQMS,NASDAQ,0.3079814526593348,0.063903038,1.406230433995486,0.1445109837574659,1.5963401139896585,326941,-0.2,43.33689732926414,0
197,AQST,NASDAQ,-0.073731618,0.057891191,1.1998381697213405,0.1295388444767681,1.5034902998920328,215650,-0.42,46.07128712529369,0
198,AQU,NASDAQ,0.073316427,0.00403049,0.001530159,0.042611001,0.027540337,2341,0.14,78.31601031955299,0
199,ARAY,NASDAQ,0.067781151,0.038990809,1.1012398652600766,0.1223863111566537,2.048849797549892,450469,-0.1,46.810150418077534,0
200,ARBB,NASDAQ,-2.226470669,0.051410039,0.2448110459257996,0.06025912,0.345440713,15369,0.25,43.60202833214433,0
201,ARBE,NASDAQ,-0.318524714,0.043456364,0.3061566920834983,0.064709266,0.5110705034377742,47282,-0.85,57.12697678845024,0
