,tick,PC1,PC2,PC3,label
90,AFCG,-869847.1499606475,-3.1613502453640328,-1.369555303624151,0
91,AFIB,-911038.1499607682,-11.264454630191528,1.7277447791850913,0
92,AFMD,-475135.1499606547,-10.877127796881163,1.1109175134439846,0
93,AFRI,-981877.1499606958,9.278040167290381,1.2914174944958994,0
94,AFRM,13286941.850039424,-2.572246021641197,3.911892305356255,2
95,AFYA,-812827.1499606232,-9.798913776462516,-0.42137829909503677,0
96,AGAE,-952869.1499606227,9.588552021753678,0.7421641784339337,0
97,AGBA,-403552.1499608016,-1.5292294880354063,1.314644001770634,0
98,AGEN,4049685.850039528,23.809898300645713,1.5906932233576814,1
99,AGIL,4673922.850039368,25.862188667970923,2.283157170120429,1
100,AGIO,-483511.14996060147,-1.8538896428622624,4.508153784597407,0
101,AGLE,-957603.1499610413,-3.845142038016462,69.23028246838143,0
102,AGMH,-989798.1499607712,-8.574879229888293,-0.4633954653826021,0
103,AGNC,14397028.850039372,-4.07283870754211,0.6187240244774252,2
104,AGNCM,-971931.1499606394,-1.6737702857466448,2.2953840782479293,0
105,AGNCN,-961846.1499606901,-4.731881065169866,2.2747670042658554,0
106,AGNCO,-959515.1499606484,-2.410645283223089,2.291068700784283,0
107,AGNCP,-941473.1499606918,-11.86940377221911,2.1957074738785853,0
108,AGRI,-705343.1499608653,1.6286288678407894,20.939972143021176,0
109,AGRX,-952712.1499600109,-7.635445615963076,-142.4290183194751,0
110,AGYS,-879200.1499606862,-18.993499651546955,-0.20352971183777585,0
111,AHCO,417976.85003938584,6.980457930816822,0.43351958535553525,3
112,AHG,-804881.1499605662,22.034443550894874,1.2973461821347498,0
113,AHI,-232817.14996058025,25.049860286553223,1.0573155286017653,0
114,AIB,-987468.1499609853,-34.87729089748323,-1.348433892449248,0
115,AIBBU,-991936.1499604231,54.01399046082944,1.037265073356246,0
116,AIH,-979055.1499608398,-20.64570677759116,0.6769112099705608,0
117,AIHS,-977782.1499606776,6.3103723976421895,1.0811470191704917,0
118,AIMAU,-991931.1499604251,52.997073959779385,1.0058499435044088,0
119,AIMBU,-984655.1499608555,-10.30464370820051,0.40474055317827196,0
120,AIMD,-976285.1499608222,-13.721252572135715,1.1361178629820143,0
121,AIP,-867020.1499607188,-19.76536860033604,1.2656766143410356,0
122,AIRG,-971109.1499605962,1.5058952159017647,1.3787746844617836,0
123,AIRS,-911455.1499604973,9.002759046670601,0.7649012221068319,0
124,AIRT,-987819.1499607572,-4.711413895424356,4.636181697386474,0
125,AIRTP,-991198.1499607516,-5.546665972015161,0.08868585385117286,0
126,AIXI,-677874.1499607504,-4.296545302713548,0.8679766218307351,0
127,AKAM,730596.8500395699,16.278840986033202,-2.4628868704367486,3
128,AKAN,-616436.1499606713,4.970949625963313,3.2795299833630414,0
129,AKBA,480652.85003954323,20.77091462338972,1.2356539587398399,3
130,AKLI,-947342.1499606364,16.546394296511995,0.6396319031636027,0
131,AKRO,818604.8500393082,-0.7702410400729535,3.177407399483295,3
132,AKTS,-44165.14996049153,9.712788597813182,1.4927894160649204,0
133,AKTX,-970525.1499606872,6.870456461505479,3.0740236646923798,0
134,AKU,2910698.850039117,-21.7563418382227,2.8244696040460004,1
135,AKYA,-830996.1499606782,-6.786118560282561,2.350917765197598,0
136,ALAR,-942709.1499606891,11.199388613537458,4.974580220378161,0
137,ALBT,-923714.1499606706,1.491907919261269,1.6941424492441024,0
138,ALCO,-964396.1499604426,24.408803150457086,3.347308670406243,0
139,ALCY,-958973.1499609969,-34.21538674889595,0.13088858605996562,0
140,ALDX,1423277.8500394523,7.817782396239734,1.5066748187702708,3
141,ALEC,-338742.14996046264,18.979038899537397,2.4570024221441966,0
142,ALGM,310569.850039578,19.095226933467924,-0.6829236543376349,3
143,ALGN,-114654.14996035685,16.146360803877997,-4.137474170885703,0
144,ALGS,-919065.1499606576,6.713511623229606,2.3593756767146945,0
145,ALGT,-745198.1499603989,7.5050784923610685,-8.850682160427423,0
146,ALHC,-395211.1499607423,-15.458105811374796,1.2301863548794005,0
147,ALIM,-952209.1499607014,-8.068139908079127,2.008112566995346,0
148,ALKS,900741.8500395201,18.177859781686266,-0.6132228877893526,3
149,ALKT,-680254.1499606727,-13.54313486934711,0.9292795636706781,0
150,ALLK,103487.85003924833,-11.09318218848433,1.8565993023577652,3
151,ALLO,535712.8500394252,3.738536632322373,2.778038492219662,3
152,ALLT,-870555.1499604498,22.683601740598878,2.038703450354893,0
153,ALNT,-940974.1499603692,21.463270302154733,-0.8258448416434392,0
154,ALNY,-351857.1499605903,5.73511440379835,4.698558161962672,0
155,ALOR,-983625.1499610365,-38.83770584886765,0.01973749661190377,0
156,ALOT,-985238.1499606882,-12.209482730081207,0.21576277742113614,0
157,ALPN,-501379.14996087406,-22.084656007146837,1.5441010183114687,0
158,ALPP,-857812.1499608329,-22.971436122865377,1.1491558414705296,0
159,ALRM,-734682.1499605988,-10.126693913258203,-0.9348061804604114,0
160,ALRN,-951814.1499607451,-12.380845415585334,3.0745793742856944,0
161,ALRS,-961809.1499606271,-5.1111760402076065,-1.450402102604366,0
162,ALSA,-966720.1499604242,53.89677259521916,0.6866469627021456,0
163,ALT,146764.85003929905,6.267600272754551,2.2044390935304823,3
164,ALTI,-953838.1499607243,7.092674276340796,2.0042865451566536,0
165,ALTO,157490.85003932056,-5.268598136395096,0.7917428468171154,3
166,ALTR,-714930.1499605043,-1.4088301121077047,0.6144405712066819,0
167,ALTU,-985587.1499609292,-27.063172277438785,0.05275812007167635,0
168,ALVO,-940915.1499607961,-6.518116985582677,2.408541379931121,0
169,ALVR,-136644.14996068118,-6.108511786182774,2.146160746973953,0
170,ALXO,247666.85003946305,23.24861705175624,3.946322010278107,3
171,ALYA,-977462.1499605747,18.615849662318034,0.9184556141766096,0
172,ALZN,-972525.1499606598,6.993604916555489,2.8500416013838104,0
173,AMAL,-907935.1499606452,-12.55277567301011,-2.586510386611707,0
174,AMAM,-99684.14996067734,8.992437650561703,0.7885406718721826,0
175,AMAO,-965481.1499608328,-7.55202357003327,0.35099314085414335,0
176,AMAT,4501430.850039697,15.506183687649624,-7.202953861438557,1
177,AMBA,-372276.1499603776,19.3194323779363,3.131169802827601,0
178,AMCX,-640611.149960667,-10.589112544672926,1.0426616917840676,0
179,AMED,-604176.149960541,3.9031038551621613,0.39913587658728433,0
180,AMEH,-819860.1499605768,-2.4352583429549255,-0.6592047234231306,0
181,AMGN,1455591.8500395513,5.37635405021142,-13.569869007704282,3
182,AMKR,181874.85003951585,-2.3810963687846853,-1.2291467158151614,3
183,AMLI,-532196.1499607387,-23.964518881536293,0.3541807235385606,0
184,AMLX,302493.8500393684,5.198243759525784,1.7377025421055283,3
185,AMNB,-967146.1499605238,-0.7509661306149079,-2.3372451638713607,0
186,AMPG,-966776.1499606362,6.1873376131597935,0.6773645977136811,0
187,AMPH,-562303.1499605167,12.39657065383692,-1.3288468581758184,0
188,AMPL,-467962.1499606305,-14.218635164796698,1.2593700399890648,0
189,AMRK,-711384.1499605908,8.554339652662327,-5.5945685825651665,0
190,AMRN,902407.8500393912,-0.3711583684789969,0.5889807962259562,3
191,AMSC,-71130.14996065387,-13.336136627973191,1.2332027042009677,0
192,AMSF,-915577.14996053,2.3150941756316326,-2.832513662983951,0
193,AMST,-980908.1499606587,10.706019042162305,2.3839753752141264,0
194,AMSWA,-777511.1499605812,-2.0079266801527296,0.0927128995732518,0
195,AMTI,208766.85003940266,12.130835513514311,3.115357305487971,3
196,AMTX,-438233.14996073215,-11.42022588072077,4.146545909681259,0
197,AMWD,-855168.1499603922,7.283302276756905,-6.311035905097821,0
198,ANAB,-748617.1499605266,19.134492561674808,6.015058203329339,0
199,ANDE,-799692.1499605136,10.237068840360353,-1.5131776137652304,0
200,ANEB,-977768.1499608054,-11.177237201936611,0.8325486153584664,0
201,ANGH,-970774.1499609199,-19.414719975904436,2.7940370105876404,0
202,ANGI,-378803.1499605663,4.102366136656815,0.707818055965452,0
203,ANGO,-214109.1499605855,-1.5002423431619996,0.2853704748306368,0
204,ANIK,-777360.1499606009,0.10576409765153078,2.1106886699576375,0
205,ANIP,-815596.1499606435,-10.275268994516868,0.826191194574079,0
206,ANIX,-945062.1499606353,1.3360772482183165,0.7982710828080586,0
207,ANL,-959358.1499607743,8.333838730411061,4.056610825736797,0
208,ANNX,-641096.1499607887,-13.499503201162055,2.153689124242998,0
209,ANSS,-533225.1499602528,23.110028535226135,-4.927759420137042,0
210,ANTE,-990387.1499607646,-5.163968321547431,2.038067714832621,0
211,ANTX,-928457.1499606986,0.6571434919381457,3.6323408630104717,0
212,ANY,-872717.1499608265,-12.1849350473214,16.654787163965132,0
213,AOGO,-978360.1499604437,54.016532669611415,0.5454811666764033,0
214,AONC,-772258.1499607807,-0.9196640880895344,0.4104967210919623,0
215,AOSL,-847296.1499604224,12.284980061679773,0.7941863008951031,0
216,AOUT,-956950.1499605794,14.925143700773171,1.3454933497481116,0
217,APA,2726879.850039596,17.18799940921832,-4.222181963577065,1
218,APAC,-987820.1499609833,-31.705097752375618,-0.04397521854024633,0
219,APCX,-806968.1499607663,1.888663818132314,1.6471554184102648,0
220,APDN,-953322.1499608887,-20.91880295719242,0.8190630415344171,0
221,APEI,-942447.1499606207,7.439448655233767,4.148890534677199,0
222,API,-704696.1499607075,-13.528804924769105,1.5071252933888617,0
223,APLD,2379576.8500394654,7.251811716273899,1.0857951810520838,1
224,APLM,717699.8500391237,-7.917677195087606,4.942623849053989,3
225,APLS,2186441.850039351,-0.07274117352818449,5.914358065931627,1
226,APLT,-57357.14996067743,-8.733492817857337,1.3541181126039907,0
227,APM,-840165.1499606929,8.008017358629392,3.1805815620354783,0
228,APOG,-816944.1499604245,4.940849104828132,-4.084521735802423,0
229,APP,1793793.8500395394,17.061438921465072,0.5801822798754298,3
230,APPF,-836806.1499604456,11.218661740528058,1.8613789212093597,0
231,APPN,-724292.1499605849,-5.6191482922220946,2.2845959323112135,0
232,APPS,507284.85003954306,5.247101132649279,0.5572023752411948,3
233,APRE,-979733.1499604322,25.321091039171257,-25.105635494958122,0
234,APRN,-582812.1499609733,-10.981367109990195,27.334104636923897,0
235,APTM,-975231.1499610147,-39.72550533312606,-0.1381489330461601,0
236,APTMU,-991856.1499604456,53.63735775851259,1.0105802892483293,0
237,APTO,-950408.1499606802,9.08701449604154,8.358876726507381,0
238,APVO,-562577.1499607201,-5.466579361880956,3.7804144117031484,0
239,APWC,-988908.1499609081,-25.07638711795796,0.040253026241978435,0
240,APXI,-984489.149960989,-31.698634309268822,0.057887710497345035,0
241,APYX,-844384.1499606249,-2.237396716210875,0.9081721436601581,0
242,AQB,-961815.1499606337,13.787992800514715,8.151724934928996,0
243,AQMS,-665074.1499605322,10.686719178235478,0.7634111983192233,0
244,AQST,-776365.1499605696,7.955115968171862,0.9620899882004306,0
245,AQU,-989674.1499609323,-24.291132346694376,0.1258617552461002,0
246,ARAV,9409963.850039192,-19.568121270995654,1.6450559158702838,4
247,ARAY,-541546.1499605391,7.220482596627576,0.6215190726931337,0
248,ARBB,-976646.1499606938,10.447892310139805,0.3647499193441518,0
249,ARBE,-944733.1499607575,-3.106711944203216,1.3118409697472837,0
250,ARBK,-820284.1499606387,-1.6545475694187217,4.992517664687099,0
251,ARCB,-552612.1499605932,-15.309069494564914,-5.046381749418162,0
252,ARCC,1615701.8500394453,-6.565028491382841,-1.9343175038193752,3
253,ARCE,-676830.1499607594,-18.782994309516255,0.47249548726630464,0
254,ARCT,-628736.1499605391,12.46844608593362,-2.6328026252919994,0
255,ARDX,5831157.850039271,-12.20339919541572,0.45199743976915285,4
256,AREB,999353.8500393538,22.970400327482725,18.099884692345896,3
257,AREC,-808582.1499605984,5.396000430111819,0.510887674255744,0
258,ARGX,-773989.1499605918,4.006459452366572,4.614287398479234,0
259,ARHS,-35296.14996047498,16.20575479158425,-0.41671583586389843,0
260,ARIZ,-979360.1499604239,53.92705765222722,0.3578064229699358,0
261,ARKO,-650515.1499607081,-1.588507642273573,0.13526578662845073,0
262,ARKR,-987431.1499607028,-15.345855243587284,-1.1028705620814272,0
263,ARLP,-569462.1499605397,3.8101574890826013,-4.83913481986585,0
264,ARM,11071427.850039408,5.551639564339276,0.19506092819450016,4
265,AROW,-938276.1499606302,-18.893115467940767,-1.7674770042030277,0
266,ARQQ,8449.850039356379,11.116937542642994,0.7344227798250782,3
267,ARQT,1035652.8500395396,29.473352567830194,5.13110895561018,3
268,ARRW,-977268.1499610197,-40.531357391690136,0.36302383169026836,0
269,ARRWU,-991436.1499609831,-34.14589812246285,-0.08277102466787634,0
270,ARRY,3701910.850039477,15.337951160357536,0.11945731373115259,1
271,ARTE,-984955.1499610415,-40.56466355843145,-0.058751757642869384,0
272,ARTEU,-991993.1499604464,54.011783803806296,1.065294942535147,0
273,ARTL,-716958.1499606242,7.509696720258172,3.889832275169384,0
274,ARTNA,-955127.1499606639,-8.977876808285396,-1.356359851452071,0
275,ARTW,-984523.1499608436,-17.777839667221738,0.1458661036123717,0
276,ARVL,-810789.149960705,-5.39059723534667,6.766125787865485,0
277,ARVN,-557008.1499607095,-13.797590345251209,6.180944551450945,0
278,ARWR,-45269.149960515584,5.4213580174802525,2.2445235936522834,0
279,ARYD,-984601.1499610133,-38.85678243609552,-0.008021305795813893,0
280,ASCA,-978882.1499607996,-4.38598424286768,0.37571674083932194,0
281,ASCB,-988466.1499608175,-4.261841081547584,1.790480832556899,0
282,ASLE,-511277.14996058715,15.179570773938309,0.6715776685103634,0
283,ASLN,-965917.1499606771,5.8518075784790415,3.500617899829816,0
284,ASMB,744031.8500392918,-11.307973180241692,2.0374375573375927,3
285,ASML,63166.850039756406,14.710952632507613,-20.124819217752705,3
286,ASND,-632515.1499606223,13.664681194416165,12.454809907715667,0
287,ASNS,-763754.1499608112,-12.751283093794454,0.7079224029403668,0
288,ASO,680704.8500394163,-3.1546116940165243,-6.331897784930465,3
289,ASPA,-953222.1499610596,-40.156747273824394,1.5127976083289578,0
290,ASPI,-835804.1499607275,9.86787179719029,0.8919731770578843,0
291,ASPS,-874589.1499605961,11.506866268716998,3.3117886472269524,0
292,ASRT,476296.8500394215,10.702808650088572,-1.1942128951851658,3
293,ASRV,-979623.149960704,-3.514305394204568,0.2682404521684635,0
294,ASST,-900073.1499607282,0.8176592631946399,0.7157091846163258,0
295,ASTC,-988584.1499607145,7.004628921508782,6.805910747851076,0
296,ASTE,-871939.1499603787,25.880584212940168,-0.1049427270960008,0
297,ASTL,-445998.1499606517,-5.839871881637298,-0.20846299966299453,0
298,ASTR,-662225.1499607527,-5.895854169901127,19.662325186642757,0
299,ASTS,754599.8500393641,2.2145970048365347,1.2799298359370386,3
300,ASUR,-708271.1499605519,9.487555210846171,1.0077769542603314,0
301,ASYS,-956681.1499606282,-5.01351136926414,0.1618051677298947,0
302,ATAI,-486438.1499606092,5.4062363164583696,1.4378838355761636,0
303,ATAK,-983866.1499609868,-34.00231850361037,0.09955185715445469,0
304,ATAT,-566935.149960722,-3.818393106429272,0.14227051635652133,0
305,ATEC,756630.8500395594,19.076106958056258,2.2238503553238376,3
306,ATER,-424250.14996062516,5.152201283275964,3.2061147618954715,0
307,ATEX,-776331.1499605263,10.71262551500653,0.8234914015355543,0
308,ATHA,-845593.149960651,1.7007336013731622,3.257884083730142,0
309,ATHE,-989309.1499608428,-14.793175454611445,2.527149048921825,0
310,ATHX,3649269.850039369,16.173851998141004,3.008146981238172,1
311,ATIF,-972277.1499607756,-4.543703655610589,0.5064132818923649,0
312,ATLC,-975442.1499605755,-5.200684308556336,-4.156000131669657,0
313,ATLCP,-986800.149960785,-19.61714336434636,-7.3209250604031455,0
314,ATLO,-969892.1499606686,-20.394515071052226,-1.2255733402752251,0
315,ATLX,-927885.1499606005,21.556858331025712,2.8017030067959974,0
316,ATMC,-972590.1499609516,-26.412707855938038,0.10754443394647867,0
317,ATMV,-950528.1499609444,-27.855781119207375,0.3076859977028903,0
318,ATNF,-849160.1499606994,23.363253172146322,23.734918363437547,0
319,ATNI,-946796.1499606312,-1.3258019640361296,1.3940499659652936,0
320,ATOM,-834582.1499605493,0.5279761472084495,1.2387644810952758,0
321,ATOS,-583811.1499607459,-10.507549579752936,0.648979785147348,0
322,ATPC,-559315.1499605139,-6.493395254047195,0.44894707082637,0
323,ATRA,170631.8500395542,19.42119847422824,3.4434945758892583,3
324,ATRC,-651279.1499604675,10.51113867605488,1.0721338890271073,0
325,ATRI,-987389.1499604828,9.508145444302226,-15.038752961401444,0
326,ATRO,-896436.14996062,-12.778474508720189,1.493335633725243,0
327,ATSG,-227858.1499605974,-3.6985163140520925,-0.9783313898043328,0
328,ATXG,-870569.1499607863,1.7639198377395855,0.7885068612541598,0
329,ATXI,-833995.1499605622,27.214113641619164,4.083805219030682,0
330,ATXS,-808458.1499605436,20.75453782737161,3.044450946890728,0
331,AUBN,-990155.1499607394,-12.685062966642054,-2.4809044153009068,0
332,AUDC,-823677.1499607436,-27.875323535214346,-0.21664594645116303,0
333,AUGX,-762768.1499607184,-2.3068233217327676,1.068397418264628,0
334,AUID,-978715.1499607837,-2.727428663384355,8.254153186595019,0
335,AUPH,743504.8500392475,-16.643503367676008,0.8550866170277938,3
336,AUR,6732079.850039384,-1.5765354148827382,1.2139858198339897,4
337,AURA,-866796.1499607506,-14.174411263310768,1.7026858210176825,0
338,AUTL,-595650.1499607848,-21.918837892631963,1.4486219409644585,0
339,AUUD,-753214.1499606839,1.5625757332242427,1.0424673136913096,0
340,AUVI,970779.850039173,-8.506076821474059,7.157241351617744,3
341,AUVIP,-986765.1499608669,-17.91179339107339,1.1910400279029023,0
342,AVAH,-811531.149960784,-17.56993823353268,1.5183972978331115,0
343,AVAV,-745392.1499605387,10.44458089523598,6.543366023241511,0
344,AVDL,-468917.1499605911,12.986097340159784,2.717697572362747,0
345,AVDX,717728.8500395356,15.423357161774524,1.0348661527048224,3
346,AVGO,1226558.8500398593,20.791071441424542,-32.50758264769545,3
347,AVGR,970808.8500390707,-13.654903979170319,28.968636968046905,3
348,AVHI,-991450.149961021,-38.846503185452114,0.49322339420885275,0
349,AVID,-340603.1499607241,-25.98577831945398,-0.5266510722730702,0
350,AVIR,-608109.1499606603,4.55140382481923,1.8362485163423292,0
351,AVNW,-899846.1499607085,-19.367789553385485,-1.2685982396601847,0
352,AVO,-829169.1499606755,-0.4530914078393943,1.1445592100633344,0
353,AVPT,-251138.1499605943,6.984985886748543,0.7725655273657553,0
354,AVRO,-647482.1499607858,-26.469236951585962,0.35195789076047124,0
355,AVT,-384420.1499603529,11.630454865692066,-8.023653732963517,0
356,AVTA,-326027.149960616,-15.178828720852694,0.2850896947219866,0
357,AVTE,-918798.1499605488,16.11800076294091,3.392457215135531,0
358,AVXL,-115185.14996048881,16.16453863614217,1.292673797681212,0
359,AWH,-928315.1499606114,8.476156267655371,2.581746577008202,0
360,AWIN,6898922.85003915,-7.149953586241949,0.6478631331579677,4
361,AWRE,-907208.1499609171,-36.96476123237267,0.3379933220965904,0
362,AXDX,-974833.1499607001,-5.620154497013472,8.400577427621002,0
363,AXGN,-611203.1499605073,9.539022694492909,1.2910753112965985,0
364,AXLA,-2081.1499608341824,-9.791591324235533,19.21686426710607,3
365,AXNX,-363357.1499604921,11.20182050456822,0.7812784802149323,0
366,AXON,-501673.14996047574,9.2893912559391,-0.8146758611764375,0
367,AXSM,-329462.1499606604,2.233919596337147,5.099706956108445,0
368,AXTI,-794495.1499605798,-4.065027611940233,0.694182630844841,0
369,AY,-289820.14996056515,-3.440641605935862,0.2703971080374885,0
370,AYRO,-964157.1499605129,24.33768929651278,5.697509246629836,0
371,AYTU,-832027.1499606299,11.620895472175489,6.006089924106027,0
372,AZ,-932996.1499607319,-7.567244729115912,1.222372433827116,0
373,AZN,4008825.8500394905,14.034713744973502,-1.3481687992327707,1
374,AZPN,-811106.1499604337,19.91709503435056,2.725072825197634,0
375,AZTA,-273623.1499605147,-4.416046459717359,0.6804409077712212,0
376,BAER,-934552.1499607922,-5.2141850256578,-5.746036284982257,0
377,BAFN,-987676.1499607922,-5.517590572221549,-0.8957091065794799,0
378,BAND,-730195.1499605946,0.7743801451741084,0.6139281043358339,0
379,BANF,-908835.1499604313,11.979298951833337,-5.961120715051664,0
380,BANL,-942573.1499608489,-21.49013885295917,0.11927144993965233,0
381,BANR,-799525.1499604566,1.6852393774405356,-5.142240477308817,0
382,BANX,-975785.1499606424,-3.6351555037135133,-1.5885492657322182,0
383,BAOS,-968139.1499608789,-19.354699897415042,12.381918890222135,0
384,BASE,-734652.1499604975,12.211321957105415,2.3871185061988567,0
385,BATRA,-942617.1499605817,-2.6923413797731666,2.6956188046021357,0
386,BATRK,-770479.1499605771,-1.7262008022310107,2.6966330586069396,0
387,BBCP,-919435.1499604358,27.9410474629272,0.21850266833425097,0
388,BBGI,-964423.1499606252,6.682965806029863,3.963840756512925,0
389,BBIO,632784.8500393792,-1.388901861166201,4.569617486395146,3
390,BBLG,-718376.1499606784,15.504589060431842,11.342704795078136,0
391,BBSI,-964604.1499605657,-9.0850009617023,-6.634534401010942,0
392,BCAB,-699774.1499606771,-4.28077334529437,2.9830358243868513,0
393,BCAL,-965012.1499606521,13.679412316240322,0.7699157496074148,0
394,BCAN,-911665.1499607579,-0.29630821499260857,0.5586229986672494,0
395,BCBP,-950138.1499605486,-1.712406822595579,-1.5739705998083195,0
