tick,exchange,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,RSI
CODX,NASDAQ,0.6587191830202102,0.088900006,0.09364454,0.0492931766024605,0.07641368,58.52414212473279
COEP,NASDAQ,-0.485584003,0.048737365,0.1496713595884136,0.053357483,0.222775335140985,31.918396574846625
COFS,NASDAQ,0.030908997,0.0218055743010977,0.2481972988108473,0.060504767,0.8256955885375181,74.43280792
COGT,NASDAQ,0.5709682180627698,0.123376853192792,0.9223275757068689,0.109407628415613,0.5423029254203896,38.85918241
COHU,NASDAQ,0.2359907534454897,0.035166285,1.5371173901242494,0.1540058053975999,3.1708155907388638,43.50742471223234
COIN,NASDAQ,-0.113104985,0.057702963,1.9308285989791096,0.1825664642773197,2.4273704133676306,49.6092518
COKE,NASDAQ,0.3477405972144685,0.0259427310859246,0.8196756318743943,0.1019610353666957,2.292011398867582,57.18139840145154
COLB,NASDAQ,-0.004025281,0.027313628,1.142895452075343,0.1254080971223765,3.035411358186721,60.01933865638532
COLL,NASDAQ,0.2116388401457615,0.034127195,0.929670060381834,0.1099402680647132,1.976144485763015,33.000828347674144
COLM,NASDAQ,0.0261983227424483,0.0222866222882972,1.0368871158943442,0.1177180241450834,3.3750302388612914,56.77448572942578
COMM,NASDAQ,-0.307215425,0.043007159,1.4613044000234956,0.1485061678454534,2.4648493754320597,45.87312135021132
COMS,NASDAQ,-0.161508645,0.092107954,0.4369819604838111,0.074199612,0.3441571651970366,58.85129566029263
COMSP,NASDAQ,-0.47403337,0.08637432,0.155172930925229,0.053756579,0.1303232082973635,72.74618061414745
CONN,NASDAQ,-0.128418147,0.050063974,1.7588600820790012,0.1700914977567553,2.548569117846633,41.00386174486276
CONX,NASDAQ,0.014971523,0.003485227,0.025927973,0.0443808709923151,0.5396696251522067,85.22738190587928
CONXU,NASDAQ,0.0232619304427773,0.005853771,0.023882567,0.044232493,0.2959618350847412,88.65782032
COO,NASDAQ,0.091433088,0.018578284,0.9130129145016882,0.108731922834268,3.565018368796894,59.23226825387012
COOL,NASDAQ,0.030224345,0.006829641,0.0243818751466921,0.044268714,0.2589760978267268,71.02861982091567
COOLU,NASDAQ,0.0285773446597761,0.0100936237645001,0.043734372,0.0456725855047942,0.3143158075648091,44.82943125874728
COOLW,NASDAQ,1.857415371930757,0.1831869313352089,0.9648326412320072,0.1124910373961563,0.382074402829979,46.99021484
COOP,NASDAQ,0.4059591897308197,0.031589295,1.2621693759714792,0.1340604843976877,2.898465577165701,64.62695794267186
CORT,NASDAQ,0.2773815713694022,0.035295814,0.7421821420273385,0.096339491,1.5253789067304413,34.66581169103466
COST,NASDAQ,0.2131648662377619,0.015249962,0.7255694824895963,0.095134373,3.451442932604412,55.75653971462516
COYA,NASDAQ,0.2604376048768222,0.0406310548494603,0.1873679953753466,0.056092078,0.3345243656519941,58.80725471249708
CPHC,NASDAQ,0.1821727643625824,0.0287805073480157,0.2985056576000817,0.064154243,0.7523926844329024,77.24311485044487
CPIX,NASDAQ,0.077864029,0.052993562,0.1943120291014065,0.056595813008558,0.2659910468509683,56.93070475365854
CPLP,NASDAQ,0.070806693,0.0277727095405426,0.7717811096764841,0.098486664,2.015887701274228,25.91146691228255
CPOP,NASDAQ,1.3588033876736574,0.269820987,0.3336469495777253,0.066703468,0.089701948,91.89362973136778
CPRT,NASDAQ,0.3039172399848969,0.019358203,1.0435835800070343,0.1182038000715019,3.910683183032021,40.702682133136406
CPRX,NASDAQ,0.5064454054150753,0.042104148391974,1.2753491082507251,0.1350165705575114,2.1973267264834893,42.48684387746101
CPSH,NASDAQ,0.6752495177654166,0.075564064,0.9406159959695672,0.1107343098024374,0.902999468915578,46.66773508061076
CPSI,NASDAQ,-0.03743905,0.026134009,0.8313473544331811,0.1028077272541576,2.307634024224978,39.537030609096654
CPSS,NASDAQ,0.4555386998432164,0.048582414,0.6317917936698993,0.088331537,0.9433771156187816,58.713599216378206
CPTN,NASDAQ,0.055886173,0.147915481611467,0.0474154639769792,0.04593962,0.023253954,52.66145078384692
CPZ,NASDAQ,-0.000714638,0.0185067136697819,0.8463403218426094,0.1038953493948147,3.317463623758452,54.35644244069767
CRAI,NASDAQ,0.2275119078582925,0.027615629,0.8657676665975166,0.105304650816782,2.2742429935583908,19.658378066316388
CRBP,NASDAQ,-0.14326954,0.068619284,1.3653705750739489,0.1415469216066174,1.4434269090085263,40.56438596832604
CRBU,NASDAQ,-0.272876759,0.055402831,1.3565361743164135,0.1409060551523028,1.7761918206713097,48.41062782426347
CRCT,NASDAQ,-0.015852484,0.046972897,0.6427912721151741,0.089129463,0.992688675624798,54.22081135902921
CRDF,NASDAQ,0.2779031642450459,0.068013671,1.1459752387529003,0.1256315114797575,1.2222765002154152,46.47561618892736
CRDL,NASDAQ,0.083444984,0.057344452,1.1426736364392145,0.1253920061384899,1.4455104885222516,56.86751077209475
CRDO,NASDAQ,0.4072891602243105,0.045920807,1.302101667511485,0.1369572588133231,2.056959892361117,43.834913764083474
CREG,NASDAQ,-0.041362552,0.06116819,0.7883600103034293,0.099689333,0.9349521842647064,61.338252492495386
CRESY,NASDAQ,0.09090389,0.039405176,0.981627625,0.1137093816893909,1.807107291,42.52583388
CREX,NASDAQ,0.4882206988460922,0.1108991510150895,0.5894634178864998,0.085260946,0.3855840666965838,59.01787561257977
CRGE,NASDAQ,0.342186950381436,0.0600816533989407,0.3199257553751229,0.065708103,0.3862760408058683,46.29061243
CRGO,NASDAQ,-0.464663988,0.046777658,0.009109708,0.0431608378488336,0.0141272112128608,66.61010421
CRIS,NASDAQ,3.7663869382132167,0.4756310022446203,0.4846645311154171,0.077658609,0.073919927,63.96356679920636
CRKN,NASDAQ,-1.59642434,0.08730354,0.7436981169028722,0.096449463,0.6179527539544424,43.203673607494544
CRMD,NASDAQ,0.2901384265886521,0.0566317540802474,1.2926555820278298,0.136272019,1.655820501320559,66.72878808
CRMT,NASDAQ,0.1505288335832939,0.0359910116080675,1.346111906339431,0.1401498563063839,2.713173427014628,34.82372314447814
CRNC,NASDAQ,0.1374701435723412,0.044808339,1.5029900344832037,0.1515301335320064,2.4332554137778915,47.41752008724501
CRNT,NASDAQ,0.053014275,0.041189173,1.019655298624321,0.1164679910145605,1.7958115204028686,71.66790868
CRNX,NASDAQ,0.2506839280898815,0.0441642183641148,1.145984731795359,0.1256322001254991,1.882342837817488,51.33228593701292
CRON,NASDAQ,-0.067774194,0.043374473,1.2084993896675855,0.1301671480221166,2.021169201518109,54.02956733500806
CROX,NASDAQ,0.4708040418689078,0.039536946,1.5531133770284884,0.1551661887322406,2.849643159754457,58.01918526598141
CRSP,NASDAQ,0.2534106275771736,0.040588167,1.296942079614822,0.1365829711970139,2.3179901562708825,62.82420058796222
CRSR,NASDAQ,0.1105776237739219,0.034965849,1.0206532065220637,0.1165403814022858,2.117505587276293,55.00174351267864
CRTO,NASDAQ,0.1514514161637915,0.032146634,0.9293329907312948,0.1099158163064416,2.097134562094132,30.18684117028233
CRUS,NASDAQ,0.2035905485604104,0.026780174,1.2693908905506557,0.1345843486155511,3.438526944010086,49.62427477865552
CRVL,NASDAQ,0.3012479035272121,0.0227721976743979,0.9769962198980988,0.1133734095847697,3.1122779890695558,60.80710021
CRVS,NASDAQ,0.1942583886492596,0.074207073,0.8941824502458434,0.1073659204089822,0.8741204587273992,44.02305616762379
CRWD,NASDAQ,0.4440526118990934,0.038144729,1.218538040670755,0.1308953733823952,2.3173679944423786,32.8981224
CRWS,NASDAQ,0.04846622,0.0205908969079064,0.3377268665146672,0.066999434,1.1898186972273377,50.50176811947915
CSBR,NASDAQ,0.045832537,0.042273547,0.8817445668416347,0.1064636495639977,1.5130892613512712,38.254894889425344
CSCO,NASDAQ,0.084830608,0.0180184309911926,0.9577192521329884,0.1119750168334532,3.8557750598491274,42.132744529424016
CSGP,NASDAQ,0.2078156005645343,0.02246798,1.0302119926091635,0.1172337963282462,3.326235700643657,39.93563039459404
CSGS,NASDAQ,0.1111069132353595,0.0179958201654787,0.6733557106306123,0.091346673,2.7143343707437038,44.37650564
CSIQ,NASDAQ,0.2574403135233999,0.037549134,1.2742256266808976,0.1349350707852117,2.4617097870919777,43.28396587091133
CSLM,NASDAQ,0.060448849,0.001782274,0.006646751,0.04298217,0.2705362263724914,73.54245467328086
CSLR,NASDAQ,-4.624776874,0.0575010017842166,0.164333536397487,0.0544211085942866,0.2073200157281227,44.15979860017064
CSPI,NASDAQ,0.283645607,0.0344021083805623,0.5163110882822542,0.079954318,1.0887215898751132,64.80264764729353
CSQ,NASDAQ,0.1173248326266234,0.0178885363831088,1.1003800449260983,0.1223239379381516,4.462295641667207,53.26510445595176
CSSE,NASDAQ,-0.303282478,0.0525011122790414,0.988534342,0.1142104098209119,1.36588363,65.99744119208448
CSSEN,NASDAQ,0.004067357,0.008721956,0.055416247,0.046520014,0.4609073837998866,65.20829614561812
CSSEP,NASDAQ,-0.109177537,0.022003408,0.3920040490613553,0.070936818,1.2923824531074823,22.43714142925198
CSTE,NASDAQ,-0.179805436,0.027844219,0.7872796468063628,0.099610961,2.0510886228268395,53.51652888893899
CSTL,NASDAQ,0.2739353821714506,0.0511893133678269,1.1945284535335554,0.1291536662309454,1.6928077469663454,75.38497580372552
CSTR,NASDAQ,0.095899936,0.024964276,0.8955902853836928,0.1074680478014127,2.6024406756236336,48.41225259517105
CSWC,NASDAQ,0.1496068568235518,0.021460664,0.7565225751260419,0.097379777,2.557226454,54.11197644155026
CSWCZ,NASDAQ,0.011709435,0.003295381,0.0152043266697749,0.043602955,0.3346971486783635,43.00439060932965
CSWI,NASDAQ,0.319317925,0.020884735,0.9228669912994512,0.1094467587842377,3.2055354563548373,58.95815848144817
CSX,NASDAQ,0.1072488907407619,0.018754083,1.0359864717827791,0.1176526894818482,4.007270813018375,56.982117748672174
CTAS,NASDAQ,0.2684037336695919,0.019683704,1.104621293885726,0.1226316072704834,4.070961715423072,48.82866689404853
CTBI,NASDAQ,0.0429703050559424,0.0204975185657699,0.8960664538494519,0.1075025900872658,3.171241917829877,74.42601124906537
CTCX,NASDAQ,-0.531780686,0.041047619,-0.011143894,0.041691597964816,-0.019694249,56.10423540933771
CTG,NASDAQ,0.2559212077210724,0.0273688232704659,0.4622374718304768,0.076031702,1.225178781861603,40.23557312809792
CTHR,NASDAQ,7.56195321996989e-05,0.041657424,0.5160992352874549,0.07993895,0.8987341646166002,53.94535567468099
CTKB,NASDAQ,-0.440974119,0.0404091456773795,1.0460719543373025,0.1183843121037058,1.8778994416153845,41.07591818308595
CTLP,NASDAQ,0.2631764871146714,0.042122148,1.0478858557872313,0.1185158964208085,1.8046538676982389,45.759287257927625
CTMX,NASDAQ,-0.174161885,0.049909719,1.2958844412830115,0.136506247834982,1.883525879141709,75.22541893145993
CTNT,NASDAQ,-6.210135531,0.093084044,0.6968745837872227,0.093052783,0.5430875255040637,37.38901279085678
CTRM,NASDAQ,-0.430985907,0.074472826,1.0353048811639038,0.1176032454306668,1.0084650904028902,36.26552192079716
CTRN,NASDAQ,0.2132161486132886,0.041721924,1.541859074163243,0.1543497773681897,2.680839407696031,67.34511270015078
CTSH,NASDAQ,0.041688292,0.020248978363885,1.081115587989349,0.1209264527492644,3.8731066496244417,38.50657795594795
CTSO,NASDAQ,-0.093314159,0.047729049,0.8178459456171373,0.1018283059856795,1.2430230138646974,48.62142525521491
CTXR,NASDAQ,0.2283560903325041,0.0539871786677861,0.4742312573061614,0.076901757,0.6372208629784013,55.85722374930865
CUBA,NASDAQ,-0.009459795,0.021530906,0.9093654641543903,0.1084673289319179,3.063843567,24.61005599971699
CUE,NASDAQ,0.061500328,0.0494647085292047,1.2379097698872328,0.1323006403334463,1.8154486906645104,71.35076960256119
CUEN,NASDAQ,0.4314080385836283,0.112754614192493,0.649941012,0.089648121,0.4181480363524353,23.90274138365777
CULL,NASDAQ,-0.041345075,0.029283516,0.1543098577531982,0.0536939693611615,0.3822617879746423,79.32436080697614
CURI,NASDAQ,-0.502427509,0.045281557,0.8710465386935415,0.105687591565771,1.395437699612834,51.40119999823787
CUTR,NASDAQ,-0.123415574,0.045799857,1.2321400734097048,0.1318820941269172,1.9515801991263853,64.78551297006524
CVAC,NASDAQ,-0.388330018,0.052168869,0.8718246012304258,0.1057440338976205,1.2122945117489912,50.54928497187624
CVBF,NASDAQ,0.0276101691695203,0.022580201153444,0.8393779874870375,0.1033902866684717,2.696622862,61.86198000017602
CVCO,NASDAQ,0.1696338789662755,0.031339875,1.36164326695824,0.1412765346497868,3.1517845976483683,44.727128649230096
CVCY,NASDAQ,0.071055205,0.0289812387877554,1.0256433416501052,0.1169023765498719,2.567260050364269,46.320227341587525
CVGI,NASDAQ,0.2109833923501906,0.04403439,1.1900410865820616,0.1288281429695109,1.9604709597724264,42.94461209597243
CVGW,NASDAQ,-0.179667473,0.0264666637424074,0.5321026027279969,0.081099869,1.4584334833067187,44.27372620110516
CVKD,NASDAQ,-2.362672898,0.0603088387716308,0.2224388611944131,0.058636194,0.2675593545414373,26.634674861017388
CVLG,NASDAQ,0.2315120264468884,0.033756443,1.0855062337354824,0.1212449596461896,2.332738647705962,52.01731007689424
CVLT,NASDAQ,0.088773738,0.022281031,0.8852531095688118,0.1067181668084706,2.8821900730821066,31.70019056857421
CVLY,NASDAQ,0.047502697,0.024195991,0.7704625216824025,0.09839101,2.309928586007074,68.70286483177607
CVRX,NASDAQ,0.088248605,0.052677953,1.0547677181976602,0.1190151215389684,1.4525075071209794,48.55790909223868
CVV,NASDAQ,0.3407717607119537,0.051546887,0.793459414,0.1000592544983434,1.11663880867994,37.86811741110672
CWBC,NASDAQ,0.1121459194681463,0.021045305940189,0.222254049,0.0586227872918475,0.7660989741688065,66.88762435079815
CWBR,NASDAQ,-0.282261634,0.08653969,0.6860699618601034,0.092268992,0.5751001950257821,27.678747261504952
CWCO,NASDAQ,0.2877337895309039,0.0270331409623595,0.6873655871534505,0.09236298,1.8445129955537405,56.02933822
CWD,NASDAQ,-3.216088074,0.05826611,0.2819598891854448,0.062953978,0.3510441550341749,54.652019212753856
CWST,NASDAQ,0.2515754050215467,0.020692550839525,0.8366081640237292,0.1031893577101048,2.9329084742022875,54.39444457854592
CXAI,NASDAQ,0.6888254157111362,0.1536659580561397,0.4112078629670587,0.072329904,0.1941217444800412,63.279173176404775
CXDO,NASDAQ,0.2174243424082554,0.042533504,0.6742661394389625,0.091412718,1.1499808986953262,45.96137706
CYAN,NASDAQ,-0.12722052,0.03958546,0.1230790176466691,0.051428417,0.2255478921763983,82.91395252740516
CYBR,NASDAQ,0.3111704309134616,0.0311094460436669,1.200546931918844,0.1295902596127725,2.7994796014859227,67.73287786099459
CYCC,NASDAQ,-0.301696641,0.06011833,0.9402849222844452,0.1107102930044084,1.1346005878133671,70.75711355154306
CYCCP,NASDAQ,0.4573169993554058,0.047383145,0.013218506417075,0.043458899,0.020237131,49.87746349503137
CYCN,NASDAQ,-0.143481712,0.076976728,1.3246289210531088,0.1385914342937994,1.2483179878584938,20.50730386014274
CYN,NASDAQ,-0.794258217,0.083294467,-0.22758812,0.025990268,-0.198209231,56.5762023596016
CYRX,NASDAQ,0.215232094,0.044373513,1.3182562424592317,0.138129146,2.1550952157801624,41.07371752487413
CYT,NASDAQ,-0.360849426,0.055537878,0.997896199,0.1148895390909545,1.3034264485804816,58.83264210870684
CYTH,NASDAQ,-0.086097231,0.079751353,0.874881465,0.1059657853895074,0.7957957196668087,58.11238591521243
CYTK,NASDAQ,0.5561700112899663,0.0425829742128505,0.9900065786850196,0.1143172090267434,1.6865240240798074,52.98417291926602
CYTO,NASDAQ,-0.449572495,0.1274703070620423,0.8289342467328542,0.1026326752253634,0.4717386865326658,38.61443536565327
CZFS,NASDAQ,0.034570557927594,0.0177479873149872,0.2118927584922752,0.057871157,0.8660788799792065,64.73747204830349
CZNC,NASDAQ,0.043041801,0.0255649175377392,1.0167098218984731,0.1162543197902898,2.8849817208059725,48.98630698978368
CZR,NASDAQ,0.2965115418558303,0.046720876,2.0976433208850884,0.1946675634111987,3.2569501131766785,36.010058416389626
CZWI,NASDAQ,0.009690731,0.0209713428648923,0.4392781848706682,0.074366185,1.519510965313544,65.47810117875142
DADA,NASDAQ,0.087626563,0.063946388,1.2464727538377245,0.1329218176281285,1.41402542,45.96860824415685
DAIO,NASDAQ,0.0383441191053722,0.033575231,0.5012246989017192,0.078859919,1.082938753295216,53.63416605557216
DAKT,NASDAQ,0.1838666476457625,0.0312352218399257,0.8008273097739689,0.1005937374949102,1.8598791387693363,66.03135653602143
DALN,NASDAQ,-0.108540671,0.025586248,0.2917525252511856,0.063664356,0.8271770168077567,43.93278437663807
DARE,NASDAQ,0.2453527943575377,0.06576583,0.7738779612141683,0.098638774,0.8536161389842042,59.41788025508976
DASH,NASDAQ,-0.032908899,0.043137432,1.341989127837666,0.1398507810761713,2.256758849625591,70.47240591530229
DATS,NASDAQ,-0.450038148,0.09001143,1.0714916769104714,0.120228313516165,0.8635382614078658,37.051498748627125
DATSW,NASDAQ,3.603298135174066,0.2222267381635161,-0.924963668,-0.024598856,-0.301938717,90.81064419058912
DAVE,NASDAQ,-1.13298142,0.059791389,1.036973626264035,0.1177243,1.258112592126514,67.35597318
DAWN,NASDAQ,0.1369133811914026,0.066416624,0.3814779845634589,0.070173234,0.4166612642459531,60.42311919242577
DBGI,NASDAQ,-1.809310594,0.1005912927091376,0.2776911637490371,0.062644315,0.2002590327253686,45.833173135563136
DBVT,NASDAQ,-0.089625671,0.0609754239860649,0.6416296908499914,0.089045199,0.7633435960052428,44.94250519569883
DBX,NASDAQ,0.095270989,0.0246665507362107,0.9847768189298864,0.1139378309927176,2.8961418950176223,43.86022188210696
DCBO,NASDAQ,0.080952071,0.0351080421640363,1.1793138836392751,0.1280499685688542,2.4367627271591106,48.94236185537789
DCFC,NASDAQ,-1.048844159,0.06243649,1.080217358569025,0.1208612932529315,1.255056029505676,33.83691155367845
DCGO,NASDAQ,-0.047264744,0.0330616268529965,0.7310805685264028,0.095534159,1.6041000926241766,69.59118978080582
DCOM,NASDAQ,0.0214561284432804,0.0260907828165812,1.1105760139531522,0.1230635754866402,3.087817489,51.33556697392407
DCOMP,NASDAQ,-0.086669684,0.0160652846790331,0.444200943,0.074723293,2.0057716708380693,51.836405531556
DCPH,NASDAQ,0.2484256948223471,0.049600368,1.2054469753324824,0.1299457193133988,1.763005440299325,74.21093579898208
DCTH,NASDAQ,-0.371352274,0.072133082,0.4394933814951342,0.074381796,0.4419857776713738,62.994964631964784
DDI,NASDAQ,-0.216800075,0.032720273,0.3293991579735037,0.066395324,0.7302910957245589,43.59198283649971
DDOG,NASDAQ,0.3824289186799037,0.040086222,1.4189303808100142,0.1454322652465434,2.567771702929192,52.20242299050243
DECA,NASDAQ,0.071591498,0.005270053,-0.012095461,0.041622569,-0.166493735,94.73868164946713
DENN,NASDAQ,0.027328366,0.0355159888127716,1.2701793636217504,0.1346415461499695,2.5943680362021966,74.77386343081943
DERM,NASDAQ,-0.026031349,0.064781995,0.2889065209043408,0.063457901,0.3235142924498163,49.22764786612045
DFLI,NASDAQ,-0.475122732,0.076811386,0.3425986397336903,0.067352843,0.3235567581411179,37.29834681152247
DGHI,NASDAQ,0.7576032932580964,0.092044707,1.823337173,0.1747688047957092,1.4370060884148188,63.68481214059178
DGICA,NASDAQ,0.071624132,0.017255288,0.6305232055278155,0.088239511,2.6507532599060712,48.75516818552841
DGICB,NASDAQ,0.1526062005051301,0.0306656549399956,-0.019342889,0.0410968251696983,-0.045757211,85.36196432901177
DGII,NASDAQ,0.2664012481848398,0.0305309277262595,1.1548732384930491,0.1262769915412203,2.7440041223891165,45.82452591857388
DGLY,NASDAQ,-0.073268142,0.071317622,0.7624586318820162,0.097810391,0.7755501241689051,37.76938708219251
DH,NASDAQ,-0.705445909,0.041018862,1.2135648682353557,0.1305346087450596,2.146198238800892,47.30724589467404
DHAC,NASDAQ,0.1052167657699393,0.003891567,0.006709689,0.042986735,0.1250743749210176,71.06539293
DHACU,NASDAQ,0.088263195,0.011854983415396,-0.010074013,0.041769209,-0.06164417,70.08625315071399
DHC,NASDAQ,-0.074746666,0.049766771,1.608260683059704,0.1591666930619858,2.344268895536544,61.41754311896209
DHCA,NASDAQ,0.037546459,0.003486407,0.008839761,0.043141255,0.1839301155809644,92.10464973777282
DHCAU,NASDAQ,0.02508939,0.003507535,0.007493198,0.043043573,0.1549728348209431,94.741559563477
DHCNI,NASDAQ,0.1193259844080663,0.036247664,0.8255651650038635,0.1023882747820042,1.6521968154285362,72.39167196293653
DHIL,NASDAQ,0.067814109,0.0196899630895883,0.7908365022753175,0.099868983,2.9136155585689067,46.755050058786914
DIBS,NASDAQ,-0.525857881,0.0470527213476942,0.8484661191316614,0.1040495593077015,1.3080977581059212,75.36918714686647
DIOD,NASDAQ,0.2496765234793804,0.027389549,1.4283223816814667,0.1461135812138174,3.782960408209789,41.55408952266479
DISH,NASDAQ,-0.215146053,0.033431970785081,1.4748087391800646,0.1494858016871431,3.2001045458823327,49.415899596482966
DIST,NASDAQ,0.067657267,0.001766155,-0.001157473,0.042416034,-0.047541477,75.03957706020678
DJCO,NASDAQ,0.1179366997538079,0.024615218,0.8413887122027598,0.1035361489691001,2.479610285735048,51.92029066666774
DKDCA,NASDAQ,-0.18378174,0.0173854867087045,0.02936333,0.044630079,0.1225205368929972,33.23652835
DKDCU,NASDAQ,-0.216467089,0.018116508,0.0105848383964116,0.043267846969905,0.0423838274656506,52.27148562868319
DKNG,NASDAQ,0.5027185144154369,0.044296265,1.5059482624858282,0.1517447297613521,2.4662289252943403,45.46236600644814
DLHC,NASDAQ,0.3463698561950732,0.034608573,0.5876231417114601,0.085127448,1.2317019905474067,46.64495883957739
DLO,NASDAQ,0.1897366296869102,0.056490804,1.445157139350878,0.1473348107859124,1.8557854171909736,57.19969091790525
DLPN,NASDAQ,0.4327610647206466,0.093849103,0.6061907373935668,0.086474381,0.4685647509491638,43.33780809226909
DLTH,NASDAQ,-0.189969662,0.038614394,1.126741982247596,0.1242362896373521,2.116731126716608,64.21220977523963
DLTR,NASDAQ,0.126374162350204,0.0235704702375897,0.7316827030892933,0.095577839,2.251878655790896,57.55387212470671
DMAC,NASDAQ,0.1952288909860624,0.057115292,0.7974561919549877,0.1003491893491987,1.012849404475695,51.4309276029374
DMAQ,NASDAQ,0.099155026,0.009569186,-0.008438852,0.0418878275252986,-0.063973308,85.57106257646294
DMK,NASDAQ,-0.280556149,0.092946973,0.751119492,0.096987825,0.5862248518547023,67.13789639755214
DMLP,NASDAQ,0.2180623463751742,0.0235316883870459,0.623021835,0.087695345,1.9206163500796656,52.49851301022271
DMRC,NASDAQ,0.3549364175441508,0.0491816208037082,1.6300489890737224,0.1607472636976131,2.404297820308869,46.12610578247922
DMTK,NASDAQ,-0.0373812,0.062514358,1.1493322736932694,0.1258750380231294,1.3336942300994588,66.44822496720393
DNLI,NASDAQ,0.237582088943667,0.0408965729380333,1.272847105001356,0.1348350698541684,2.2577703514197864,49.80160173
DNTH,NASDAQ,2.8850457360577324,0.4192715364082162,0.7464454175606141,0.096648758,0.1291496160115643,55.01210635005993
DNUT,NASDAQ,-0.087992993,0.0294411972625026,0.6544897633144993,0.089978097,1.6126415083827814,62.85690982038881
DOCU,NASDAQ,0.1804936229399213,0.038284272,1.2723995032053297,0.1348025998560512,2.410979628037917,53.61939608189869
DOGZ,NASDAQ,0.1489790118039046,0.064355708,0.3747375198871694,0.069684267,0.4224064574662047,46.72133934762995
DOMH,NASDAQ,-0.014456888,0.081897224,0.1074278249177433,0.0502930457468814,0.095156409,32.08171156472571
DOMO,NASDAQ,0.1882219189420952,0.049445355,1.7409109572503616,0.1687894295913319,2.554121183866685,52.70889563465457
DOOO,NASDAQ,0.2489305444635999,0.032199767,1.4186147651771834,0.1454093698089139,3.1959662840934198,40.88417900081093
DORM,NASDAQ,0.0305914798570764,0.022921934,0.7265901511126334,0.095208414,2.299475040774238,34.82264803248097
DOX,NASDAQ,0.085371757,0.0150021251265718,0.7100459377241606,0.094008261,3.4333976586497617,65.58469233470248
DOYU,NASDAQ,-0.293033079,0.049007156467218,1.1189767137722986,0.1236729803409836,1.656349525100117,43.05081637508461
DPRO,NASDAQ,1.1334730880636874,0.1547175473785985,0.8764262932071776,0.1060778505425664,0.4109285056528819,44.67918989207154
DRCT,NASDAQ,0.7485682608689973,0.089592935,1.067408947546749,0.1199321435366649,0.8642661819955261,51.095905048986296
DRIO,NASDAQ,3.798064574872396,0.5613084055377932,1.0508974774630089,0.1187343659421788,0.1358154718334178,23.365535420465942
DRMA,NASDAQ,-1.114852529,0.095650758,0.8041881707655187,0.1008375415882734,0.6099015056492428,29.20335455236305
DRRX,NASDAQ,0.141162099,0.057113772,1.152558922858075,0.1261091061015785,1.4639044784951754,62.47940880597261
DRS,NASDAQ,0.5569695011613798,0.0364672249999165,0.8931151090704305,0.1072884931817821,1.7766225201377497,55.447773222272126
DRTS,NASDAQ,-0.037003393,0.055768991,0.2595533814501596,0.061328561,0.3376170293882841,57.15048967622159
DRUG,NASDAQ,-0.347917528,0.087115789,0.5309334255374288,0.081015054,0.4421133582232175,37.60110108461824
DRVN,NASDAQ,-0.211732458,0.0277943306102644,0.8019434272375304,0.100674703059084,2.093042062,57.407505992334734
DSGN,NASDAQ,-0.581705094,0.055015011420814,1.0874183261967934,0.1213836669506954,1.4338571403231783,53.06477290982492
DSGR,NASDAQ,0.2214469627014113,0.029714537677622,0.9971662171685892,0.1148365846193918,2.434383647633477,28.630021895245648
DSGX,NASDAQ,0.2235750209257264,0.0198799574586551,0.8463174556016543,0.1038936906284573,3.088220422812244,53.23620555138505
DSKE,NASDAQ,0.2425228235508392,0.049986793,1.386862109881487,0.1431059638198809,2.012650882887435,45.54301386947442
DSP,NASDAQ,-0.525193027,0.047122086,0.9197255167787384,0.10921886945788,1.4158725822524094,49.279925602059485
DSWL,NASDAQ,0.045471098,0.0244528960539477,0.1375658486857071,0.052479323,0.4081039262607224,54.14527567146271
DTCK,NASDAQ,0.4842349169174972,0.1015478260240553,1.2937056066526718,0.1363481904791515,0.9241772488257904,85.24065257116092
DTI,NASDAQ,-0.452226622,0.0248848731972072,-0.016453309,0.041306442,-0.047963213,57.48994202437402
DTIL,NASDAQ,-0.413425313,0.0560431800190445,1.5662506956655475,0.1561191981151296,2.027351018920047,85.74909524490286
DTSS,NASDAQ,0.2182078180835836,0.1089511302026352,0.4194594152337451,0.072928489,0.2792856683375926,57.608389910642366
DTST,NASDAQ,6.070630028561508,0.7511129658757547,1.9661176530802755,0.1851264082507282,0.1898867610206062,37.20892051261838
DUET,NASDAQ,0.0556688,0.002172384,-0.00119419,0.042413371,-0.039877448,79.64763052
DUNEU,NASDAQ,0.007127972,0.006577663,0.0578732401261335,0.046698249,0.6382585060066535,86.99567424932117
DUO,NASDAQ,-0.538023395,0.1495470065048916,0.8900261760248106,0.1070644153271667,0.4317332512105806,67.45048272504843
DUOL,NASDAQ,0.2984900573629834,0.044931334,1.1842806513994972,0.1284102685972611,1.9120346680208355,29.701963751787616
DUOT,NASDAQ,2.737445997280401,0.3563504884888382,0.7478778049860372,0.096752666,0.1522452421210565,42.37735341288714
DVAX,NASDAQ,0.3645715350327731,0.051543131,1.1650432697165831,0.127014748,1.6396898148738217,62.17051553105497
DWAC,NASDAQ,1.8333412007191965,0.1751216288969879,0.925183389803936,0.1096147953197189,0.3832467510863431,49.01382213810955
DWACU,NASDAQ,2.063389288639032,0.1866898414039406,0.6699436191467542,0.091099153,0.2603202851093342,61.83250577
DWSN,NASDAQ,0.058751876,0.049497028,0.5698649145290422,0.083839228,0.8351860596440804,38.67536084704631
