,tick,exchange,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,RSI,gmm_labels
181,AMAL,NASDAQ,0.093734147,0.0275777253762342,0.8537376864133291,0.1044319701497273,2.2457243773664763,66.61888513,2
182,AMAM,NASDAQ,-0.738680872,0.058529919,0.420597392,0.073011041,0.5212896393422629,45.03148852889484,2
216,ANIK,NASDAQ,-0.01991558,0.030442845,0.8722218768515122,0.1057728531266388,2.0784145726530943,53.91384378990802,2
217,ANIP,NASDAQ,0.1901119858669953,0.035350952,1.0545974859225238,0.119002772523164,2.164093718766476,64.30614135838577,2
220,ANNX,NASDAQ,-0.186230094,0.056050778,0.6389170826562025,0.088848421,0.8269005831405738,67.51096909,2
232,APEI,NASDAQ,-0.236471712,0.036167555,0.7053561297852925,0.093668053,1.414750104349471,46.55888439,2
233,APGE,NASDAQ,-0.240550578,0.038550016,0.3522675419590319,0.068054246,0.6628854799944124,39.41859371528353,2
258,ARAV,NASDAQ,-0.174049878,0.064646824,1.096927437329158,0.1220734783484728,1.2308954061540698,73.51996893746707,2
261,ARBE,NASDAQ,-0.318524714,0.043456364,0.3061566920834983,0.064709266,0.5110705034377742,57.12697678845024,2
264,ARCB,NASDAQ,0.3392393810471529,0.031463923,1.2124646684114948,0.1304547978807456,2.7954174399788063,69.39773724941715,2
266,ARCE,NASDAQ,0.032885865,0.032216493,0.6849928635497371,0.092190857,1.5424042854468272,72.81395890714607,2
273,ARKO,NASDAQ,0.051844908,0.030901125,0.3887828877142577,0.070703148,0.9126899923558122,55.616699877829305,2
274,ARKR,NASDAQ,0.08340404,0.034119992,0.8432485706657505,0.1036710671068909,1.792821822782861,69.39511049,2
285,ARTNA,NASDAQ,0.069805834,0.0172894492258392,0.4804045799589232,0.077349583,2.0156560364452227,63.03093606098628,2
295,ASMB,NASDAQ,-0.296567658,0.0510982603625486,1.077768974854482,0.1206836822261052,1.5300654400244185,65.31766619,2
298,ASNS,NASDAQ,-0.987220727,0.098432816,0.5904948226178653,0.085335766,0.4351776960740056,66.78376147384625,2
305,ASRV,NASDAQ,-0.024103905,0.0212113784632358,0.3438689201257696,0.067444992,1.1760193695920662,57.54643579513653,2
306,ASST,NASDAQ,-1.790507392,0.1070199810338741,0.6336628750684291,0.088467269,0.4295204409254669,53.22429703887418,2
310,ASTL,NASDAQ,-0.025154856,0.0265096319814544,0.6858387833801761,0.092252222,1.876760198598427,59.87835652779852,2
314,ASYS,NASDAQ,0.2386330437625694,0.034851487,0.929811675,0.1099505410969277,1.9353705340753284,59.04915162006664,2
318,ATCOL,NASDAQ,-0.024507438,0.007474771,0.0767521,0.048067763,0.7448740060659098,59.37278157679834,2
321,ATEX,NASDAQ,0.0520761729739487,0.031903918,0.9068849872149082,0.1082873897934473,2.062047331,43.31779284684375,2
322,ATHA,NASDAQ,-0.372631217,0.049006366,0.8925391602138895,0.1072467126115218,1.3211898297761318,52.30662641769008,2
327,ATLCL,NASDAQ,-0.006803889,0.0171086964545609,0.2262931049301585,0.0589157891149232,0.9594996999638162,67.64289371892741,2
328,ATLCP,NASDAQ,-0.039335555,0.015552789,0.2182430921899515,0.0583318238564304,1.0179411260097908,73.72190903077404,2
335,ATNI,NASDAQ,-0.054956117,0.0326971869054672,0.7992815303695011,0.100481603,1.77329026793571,55.35160339903875,2
341,ATRI,NASDAQ,-0.077105621,0.021694612,0.5649660265524485,0.083483852,1.8891258202628207,44.67607233620087,2
343,ATSG,NASDAQ,0.1022962618250671,0.0253756099846795,0.8087282402082678,0.1011668880019093,2.311940010006828,57.74458639258987,2
347,AUBN,NASDAQ,0.00115811,0.0275385757446263,0.4603494571586378,0.075894741,1.212653160256526,66.74404722729102,2
348,AUDC,NASDAQ,0.084182068,0.030693097,0.978709416144566,0.1134976885295619,2.313148412,81.91954023072692,2
353,AURA,NASDAQ,0.1246050900875623,0.04917342,0.8278661232286088,0.1025551912463451,1.2212937741930143,68.19108053831135,2
354,AUTL,NASDAQ,-0.10295034,0.05243938,0.9709309647012638,0.1129334229123071,1.3431398904265015,75.94007558894698,2
358,AVAH,NASDAQ,-0.523835864,0.0496736554646003,0.7779332083895464,0.09893295,1.136074032687009,71.59512424098216,2
363,AVGR,NASDAQ,-0.410315553,0.077919426,0.8119125503211285,0.1013978847143605,0.7558819135315187,67.40052519453347,2
366,AVIR,NASDAQ,-0.358229904,0.051401104324288,0.6958515852163598,0.092978572,0.9820522934655564,49.46513159932044,2
367,AVNW,NASDAQ,0.4315725231651411,0.03492152,0.9430697638057542,0.1109123114050416,1.9590301639456764,73.41542088272261,2
368,AVO,NASDAQ,-0.028558396,0.0218180130030353,0.4017088058310403,0.071640822,1.3356313327784557,54.47690122469118,2
369,AVPT,NASDAQ,0.040140185,0.02992046,0.6699329285396765,0.091098377,1.6242523596052851,47.039444978882216,2
370,AVRO,NASDAQ,-0.133432475,0.063073792,1.261711013810104,0.1340272338194975,1.4511135403518831,80.50268723932015,2
374,AVTX,NASDAQ,-0.45876494,0.071897865,1.1275770393508335,0.1242968664777728,1.137681439980077,53.642304913155954,2
377,AWIN,NASDAQ,-1.387746067,0.07488685,0.1255097119682696,0.0516047447697611,0.121580021384406,61.133560243809946,2
378,AWRE,NASDAQ,-0.052331443,0.032832079,0.4838329854149774,0.077598287,1.0690241782740502,90.99695076596542,2
390,AZN,NASDAQ,0.1565776264260151,0.0167933063085764,0.5436634919139282,0.08193852,2.348466684558709,39.98516580306673,2
394,BAFN,NASDAQ,-0.056928865,0.027822801,0.081447278,0.048408361,0.2123567945641156,59.55416153591669,2
397,BANFP,NASDAQ,0.062790849,0.015808666075622,-0.007153838,0.041981045,-0.032827238,59.90477961656909,2
400,BANX,NASDAQ,0.070457836,0.022579079,0.551772231,0.082526746,1.7727360047138012,57.68844035797272,2
406,BBGI,NASDAQ,-0.146078267,0.048218361,0.8559032376679089,0.1045890639008768,1.2876643338156744,47.31527249409174,2
411,BCAB,NASDAQ,-0.507087333,0.065503595,1.16431038537667,0.1269615824974312,1.2894190308801652,58.291367543853184,2
412,BCAL,NASDAQ,0.0142769816663411,0.0145459317461386,0.1136222327466091,0.050742401,0.5666465079878803,40.34190500267502,2
413,BCAN,NASDAQ,-0.577565529,0.077297232,0.2654995951094773,0.061759912,0.2491669094103544,54.324443998006274,2
417,BCLI,NASDAQ,-0.123022322,0.0585542732196079,0.6147660914412372,0.087096456,0.7616259858431677,72.10012838,2
418,BCML,NASDAQ,0.04250959,0.0264254173231569,0.7260324197775633,0.095167955,1.993079408077422,67.53493277718589,2
420,BCOW,NASDAQ,0.0184111875503527,0.022136439,0.2228937272851985,0.058669191,0.7304332272559452,45.49626003888662,2
427,BDSX,NASDAQ,-0.200167989,0.064756713,0.7769265777668822,0.098859927,0.8703333479580013,62.32011115589207,2
438,BFC,NASDAQ,0.1677526820184005,0.022167263356577,0.7426331525336869,0.096372208,2.430259755163025,50.286786004426375,2
439,BFI,NASDAQ,-0.257550947,0.036795563,0.4373288371931364,0.074224776,0.8621902436513081,53.996333378461614,2
447,BGNE,NASDAQ,0.2540600459737103,0.0383993748528727,0.9168627254121724,0.1090111964076203,1.7320906046636997,60.44801299957308,2
452,BHFAL,NASDAQ,0.0283560371724275,0.0164671556966928,0.5764347252464748,0.084315816,2.5393466238275817,58.506853103365216,2
453,BHFAM,NASDAQ,-0.234791347,0.018652107,0.5094509813515068,0.079456671,1.9813671539212807,57.65305734742486,2
454,BHFAN,NASDAQ,-0.105444594,0.0149325205081357,0.3191857699718906,0.065654423,1.5506038014691592,60.37217247,2
455,BHFAO,NASDAQ,-0.002730801,0.0118843566603826,0.2512590662714419,0.060726874,1.5336861919741356,59.19309952,2
458,BIAF,NASDAQ,-0.872300505,0.079221261,0.8921470023875667,0.1072182646383559,0.8169305049562389,42.84194756083583,2
467,BIOX,NASDAQ,0.221162909942289,0.039711462,0.5117300204662059,0.079621998,0.9347930265562044,64.58856175724465,2
468,BIRD,NASDAQ,-1.300915358,0.056732444,1.6566955258298477,0.1626802608526374,2.1183691617194462,52.13291375938649,2
471,BJDX,NASDAQ,-0.866956484,0.084751598,0.7788998611641712,0.099003073,0.666690359,46.69506151330757,2
472,BJRI,NASDAQ,0.061012658,0.041686654,1.559884656359268,0.1556573919156811,2.714475260743897,86.87487777321373,2
473,BKCC,NASDAQ,0.071033203,0.030533792,0.8918652469997803,0.1071978254958141,2.1188926052039574,71.71543776229018,2
480,BLBD,NASDAQ,0.1834386829884527,0.038635475,1.044997426347395,0.1183063635295066,1.962092177611659,66.58216725769745,2
482,BLDE,NASDAQ,-0.210244372,0.0355307975398183,0.6239153186360605,0.087760161,1.2738290115073354,59.28922524,2
486,BLFY,NASDAQ,-0.185070716,0.0159405063219349,0.37056054,0.06938126,1.6863491655216805,63.86711354932637,2
487,BLIN,NASDAQ,-0.255536566,0.057979276,0.7303660411303465,0.095482325,0.9138148909729124,61.33838493941353,2
506,BNR,NASDAQ,-0.630636862,0.051637277,0.695806885,0.09297533,0.9774979063758212,58.39036181461279,2
507,BNRG,NASDAQ,-0.787220567,0.072580506,0.2488394220302005,0.060551348,0.2487079302137134,69.33185967327572,2
513,BOLT,NASDAQ,-0.894693688,0.051881923,0.6328603336885638,0.088409051,0.8848756722481003,62.82740943580275,2
514,BON,NASDAQ,-0.591425887,0.066933833,-0.10443483,0.0349240725617729,-0.113185323,62.60760543925381,2
517,BOTJ,NASDAQ,0.007721502,0.0218133400108706,0.2373469620048431,0.05971766,0.7893178990984865,50.33357215576242,2
522,BPOPM,NASDAQ,0.0485718547889588,0.0118742801241262,0.1678358627032262,0.054675175,1.0253400424186352,67.87713007228983,2
526,BPYPM,NASDAQ,-0.244367791,0.0162459662178537,0.3523348238468036,0.068059127,1.5732598770405224,54.23716838912742,2
535,BRID,NASDAQ,0.064178199,0.037820313,0.7079492504913558,0.093856163,1.3578989573825515,59.88315568690743,2
549,BSBK,NASDAQ,-0.086348984,0.0183462092068775,0.4906457664453769,0.0780925,1.940046579535055,54.46448079302945,2
550,BSET,NASDAQ,0.1320839989600303,0.035385541,0.9925304463543604,0.1145002958221924,2.0347377530561115,71.49600913910707,2
564,BTM,NASDAQ,-0.67117841,0.0388930235262452,0.1459054331110321,0.0530842943001355,0.2721386341432972,48.44200295349205,2
566,BTOG,NASDAQ,-0.547018197,0.064315126,0.6094616327689626,0.086711659,0.6874224192552895,57.408670471765134,2
567,BTTX,NASDAQ,-0.848420527,0.086871587,0.4617558812684698,0.075996766,0.3855894320785283,43.436443409108186,2
571,BVS,NASDAQ,-0.120721338,0.05962796,0.8946869003072738,0.1074025143026848,1.0884577322962188,65.14142422593412,2
573,BWAY,NASDAQ,-0.023677242,0.040295401,0.909549556408432,0.1084806833804371,1.6374246711903508,59.33005435539106,2
591,BZFD,NASDAQ,-0.60627623,0.077937947,0.7307519511287175,0.09551032,0.6801605946630042,63.40156779803331,2
597,CACO,NASDAQ,-0.698318502,0.06598167,-0.128903516,0.033149061,-0.141720249,62.95222188023964,2
598,CADL,NASDAQ,-0.429868991,0.062585108,0.8815832229330999,0.1064519453294463,1.021839652083033,64.09959641871117,2
600,CALB,NASDAQ,0.058683309,0.0225260026252095,0.3970464161608168,0.071302602,1.2786379580394571,62.57162885399576,2
602,CALM,NASDAQ,0.05348433,0.019894032,0.3653873220144361,0.069005983,1.3323585103524185,58.56580294337312,2
617,CASI,NASDAQ,-0.092114291,0.0494087820803469,0.9325533602333764,0.1101494288446345,1.3691782310000111,79.5073606,2
623,CBAN,NASDAQ,-0.018548611,0.023853776470177,0.6531026100400723,0.08987747,1.986162221973845,48.50043893434328,2
626,CBFV,NASDAQ,0.023916877,0.019852318026774,0.3268964559250691,0.066213773,1.1945090138153909,64.91175070049997,2
633,CCAP,NASDAQ,0.1397193271537913,0.025271434,0.7928106532169101,0.1000121919657697,2.275778745431996,52.97999807808058,2
637,CCCS,NASDAQ,0.0379218716823118,0.0230334922575896,0.5718817164384217,0.083985531,1.801096016854011,38.73370982932564,2
642,CCLD,NASDAQ,-0.159606458,0.038820644,0.8151076756441115,0.1016296659854427,1.5231500621046996,41.594652718212856,2
643,CCLDO,NASDAQ,-0.395583295,0.0190201842227904,0.040741629,0.0454554854732798,0.155386795,65.65864857,2
644,CCLDP,NASDAQ,-0.057354105,0.0204076964215464,0.2529807843642341,0.060851771,0.8992573423928413,50.33057976121623,2
650,CCSI,NASDAQ,-0.083850246,0.035079402,0.9131863259501584,0.1087445024741518,1.8884159674354977,46.90165893069138,2
661,CDRO,NASDAQ,-0.208815784,0.0433916064979906,0.4411872638212675,0.074504674,0.7375775344935823,47.31422814151213,2
662,CDT,NASDAQ,-0.822493703,0.0516273463699083,0.1501870000850718,0.053394888,0.2110294089103296,64.93908952078141,2
665,CDXC,NASDAQ,0.1092619132805838,0.051098201,0.9560312846181348,0.1118525680351779,1.357240892494765,88.21717349262211,2
667,CDZI,NASDAQ,-0.065122563,0.037988396,0.6368530326569897,0.08869869,1.216126364443666,62.53488303361944,2
668,CDZIP,NASDAQ,-0.05953093,0.03432498597816,0.1489264293058454,0.053303444,0.314739935,52.24914940911272,2
674,CELU,NASDAQ,-0.560447536,0.050918425,0.5246687414297877,0.0805606,0.7474818776527176,38.09103813479424,2
677,CENT,NASDAQ,0.1353044818626756,0.022979264,0.7033828102244303,0.093524904,2.220475953648509,69.07150021677312,2
678,CENTA,NASDAQ,0.1313095517501648,0.0225146848316576,0.7135378733109752,0.094261574,2.299013919053911,68.96013087886585,2
689,CFB,NASDAQ,0.049131272,0.030128902707976,0.8089094425431359,0.1011800328094687,1.9476325898166345,68.83217179027531,2
690,CFBK,NASDAQ,0.079587482,0.020302128,0.1952671483029454,0.0566650994121226,0.6977150171535924,69.05623168561115,2
693,CFFI,NASDAQ,0.1147635729186365,0.025742934,0.7627712,0.097833065,2.149446702422022,48.78555361149295,2
703,CGABL,NASDAQ,-0.117491012,0.0130316976280462,0.347701206,0.067722994,1.935511005995492,68.62023653532438,2
704,CGBD,NASDAQ,0.1470985010612588,0.027270714733458,0.8241633306112753,0.1022865826965566,2.1923364781930457,56.39613102,2
706,CGEM,NASDAQ,-0.176104696,0.043372122,0.8771259771449511,0.1061286071220616,1.4670392880160796,55.21952790227935,2
711,CGTX,NASDAQ,-0.619642489,0.071680737,0.807927744,0.1011088182591886,0.8176369343117454,43.877965329182594,2
719,CHK,NASDAQ,0.3293722501501137,0.0248399145793096,0.5644652994918753,0.083447528,1.6484568887450357,49.05296687370539,2
727,CHRW,NASDAQ,0.0386520164461177,0.0180485587219762,0.6352496010854891,0.088582374,2.553243983,55.6863597390096,2
728,CHSCL,NASDAQ,0.043965349,0.011112704,0.2773284769999034,0.062618005,1.8103609224413848,43.24801534286883,2
729,CHSCM,NASDAQ,0.054949033494727,0.0151542123113252,0.3634969770792849,0.068868853,1.7400345794192549,42.82937092327359,2
730,CHSCN,NASDAQ,0.0622927363544917,0.01587112,0.3711419218636641,0.069423434,1.6963790107063967,49.19824016452481,2
731,CHSCO,NASDAQ,0.044611226,0.0102809460216248,0.255463642,0.061031883,1.802546442280473,72.50676269864965,2
732,CHSCP,NASDAQ,0.0603382803742321,0.008589399,0.244220622,0.06021629,2.0625762083772154,57.11336057486882,2
746,CIZN,NASDAQ,-0.079162614,0.021379661,0.036806984,0.045170057884155,0.1248877543895575,43.16672476436064,2
753,CLBK,NASDAQ,0.058610577,0.01873674,0.6549999431549978,0.090015106,2.535932358060686,65.12869367,2
754,CLBT,NASDAQ,0.002304966,0.030403058,0.5656252221995018,0.083531672,1.3495902879004034,47.35083224095008,2
773,CLRB,NASDAQ,-0.137372675,0.052647482,0.9267666891897208,0.1097296512665267,1.2769775362824034,59.66083455436933,2
778,CLST,NASDAQ,-0.066307893,0.0133809324653856,0.1113337602483712,0.050576391,0.6035745810254719,56.61393046531632,2
787,CMCT,NASDAQ,-0.183142676,0.038420272,0.7252764479347132,0.095113115,1.3694102868542757,53.61771059677836,2
792,CMPO,NASDAQ,-0.085050792,0.026017207,0.3365550810881406,0.06691443,0.9383955274634616,51.63428136952038,2
794,CMPS,NASDAQ,-0.216575616,0.048338415,0.9887343610898583,0.1142249196228885,1.4838078425012593,50.44570156,2
795,CMPX,NASDAQ,-0.251037951,0.052188775,0.4206598792296047,0.073015573,0.5847152637908278,46.14735300152778,2
801,CNEY,NASDAQ,-0.718962469,0.072284815,0.5349394253542682,0.081305658,0.536843845,67.62201576848601,2
805,CNOBP,NASDAQ,-0.093209576,0.022596316,0.343455360349215,0.067414991,1.102613003058863,64.75868316121034,2
806,CNSL,NASDAQ,-0.015421095,0.040304115,1.0493887115535685,0.1186249168142401,1.888762871,84.67035923852632,2
808,CNTA,NASDAQ,-0.172719492,0.0486989472504355,0.6349042059961412,0.088557318,0.9457559323231938,54.87717295913304,2
815,CNXC,NASDAQ,0.076395005,0.025643704,0.7261280629963683,0.095174893,2.054106274955756,50.73503171916697,2
816,CNXN,NASDAQ,0.2057373464128608,0.0246123,0.7972289139598154,0.1003327021140249,2.349747956604632,61.72810843486489,2
817,COCH,NASDAQ,-0.681525854,0.031850173,0.020858372,0.0440131111875372,0.047507158,45.29488425,2
823,COFS,NASDAQ,0.030908997,0.0218055743010977,0.2481972988108473,0.060504767,0.8256955885375181,74.43280792,2
827,COKE,NASDAQ,0.3477405972144685,0.0259427310859246,0.8196756318743943,0.1019610353666957,2.292011398867582,57.18139840145154,2
839,COOLU,NASDAQ,0.0285773446597761,0.0100936237645001,0.043734372,0.0456725855047942,0.3143158075648091,44.82943125874728,2
859,CRCT,NASDAQ,-0.015852484,0.046972897,0.6427912721151741,0.089129463,0.992688675624798,54.22081135902921,2
869,CRKN,NASDAQ,-1.59642434,0.08730354,0.7436981169028722,0.096449463,0.6179527539544424,43.203673607494544,2
873,CRNT,NASDAQ,0.053014275,0.041189173,1.019655298624321,0.1164679910145605,1.7958115204028686,71.66790868,2
877,CRSP,NASDAQ,0.2534106275771736,0.040588167,1.296942079614822,0.1365829711970139,2.3179901562708825,62.82420058796222,2
878,CRSR,NASDAQ,0.1105776237739219,0.034965849,1.0206532065220637,0.1165403814022858,2.117505587276293,55.00174351267864,2
884,CRWS,NASDAQ,0.04846622,0.0205908969079064,0.3377268665146672,0.066999434,1.1898186972273377,50.50176811947915,2
892,CSPI,NASDAQ,0.283645607,0.0344021083805623,0.5163110882822542,0.079954318,1.0887215898751132,64.80264764729353,2
894,CSSE,NASDAQ,-0.303282478,0.0525011122790414,0.988534342,0.1142104098209119,1.36588363,65.99744119208448,2
897,CSTE,NASDAQ,-0.179805436,0.027844219,0.7872796468063628,0.099610961,2.0510886228268395,53.51652888893899,2
900,CSWC,NASDAQ,0.1496068568235518,0.021460664,0.7565225751260419,0.097379777,2.557226454,54.11197644155026,2
906,CTCX,NASDAQ,-0.531780686,0.041047619,-0.011143894,0.041691597964816,-0.019694249,56.10423540933771,2
908,CTHR,NASDAQ,7.56195321996989e-05,0.041657424,0.5160992352874549,0.07993895,0.8987341646166002,53.94535567468099,2
911,CTMX,NASDAQ,-0.174161885,0.049909719,1.2958844412830115,0.136506247834982,1.883525879141709,75.22541893145993,2
916,CTSO,NASDAQ,-0.093314159,0.047729049,0.8178459456171373,0.1018283059856795,1.2430230138646974,48.62142525521491,2
919,CUE,NASDAQ,0.061500328,0.0494647085292047,1.2379097698872328,0.1323006403334463,1.8154486906645104,71.35076960256119,2
922,CURI,NASDAQ,-0.502427509,0.045281557,0.8710465386935415,0.105687591565771,1.395437699612834,51.40119999823787,2
924,CVAC,NASDAQ,-0.388330018,0.052168869,0.8718246012304258,0.1057440338976205,1.2122945117489912,50.54928497187624,2
929,CVGW,NASDAQ,-0.179667473,0.0264666637424074,0.5321026027279969,0.081099869,1.4584334833067187,44.27372620110516,2
933,CVLY,NASDAQ,0.047502697,0.024195991,0.7704625216824025,0.09839101,2.309928586007074,68.70286483177607,2
936,CWBC,NASDAQ,0.1121459194681463,0.021045305940189,0.222254049,0.0586227872918475,0.7660989741688065,66.88762435079815,2
938,CWCO,NASDAQ,0.2877337895309039,0.0270331409623595,0.6873655871534505,0.09236298,1.8445129955537405,56.02933822,2
945,CYCC,NASDAQ,-0.301696641,0.06011833,0.9402849222844452,0.1107102930044084,1.1346005878133671,70.75711355154306,2
950,CYT,NASDAQ,-0.360849426,0.055537878,0.997896199,0.1148895390909545,1.3034264485804816,58.83264210870684,2
954,CZFS,NASDAQ,0.034570557927594,0.0177479873149872,0.2118927584922752,0.057871157,0.8660788799792065,64.73747204830349,2
957,CZWI,NASDAQ,0.009690731,0.0209713428648923,0.4392781848706682,0.074366185,1.519510965313544,65.47810117875142,2
959,DAIO,NASDAQ,0.0383441191053722,0.033575231,0.5012246989017192,0.078859919,1.082938753295216,53.63416605557216,2
960,DAKT,NASDAQ,0.1838666476457625,0.0312352218399257,0.8008273097739689,0.1005937374949102,1.8598791387693363,66.03135653602143,2
961,DALN,NASDAQ,-0.108540671,0.025586248,0.2917525252511856,0.063664356,0.8271770168077567,43.93278437663807,2
973,DCGO,NASDAQ,-0.047264744,0.0330616268529965,0.7310805685264028,0.095534159,1.6041000926241766,69.59118978080582,2
975,DCOMP,NASDAQ,-0.086669684,0.0160652846790331,0.444200943,0.074723293,2.0057716708380693,51.836405531556,2
977,DCTH,NASDAQ,-0.371352274,0.072133082,0.4394933814951342,0.074381796,0.4419857776713738,62.994964631964784,2
978,DDI,NASDAQ,-0.216800075,0.032720273,0.3293991579735037,0.066395324,0.7302910957245589,43.59198283649971,2
985,DGICA,NASDAQ,0.071624132,0.017255288,0.6305232055278155,0.088239511,2.6507532599060712,48.75516818552841,2
991,DHACU,NASDAQ,0.088263195,0.011854983415396,-0.010074013,0.041769209,-0.06164417,70.08625315071399,2
995,DHCNI,NASDAQ,0.1193259844080663,0.036247664,0.8255651650038635,0.1023882747820042,1.6521968154285362,72.39167196293653,2
997,DIBS,NASDAQ,-0.525857881,0.0470527213476942,0.8484661191316614,0.1040495593077015,1.3080977581059212,75.36918714686647,2
1009,DLTR,NASDAQ,0.126374162350204,0.0235704702375897,0.7316827030892933,0.095577839,2.251878655790896,57.55387212470671,2
1013,DMLP,NASDAQ,0.2180623463751742,0.0235316883870459,0.623021835,0.087695345,1.9206163500796656,52.49851301022271,2
