tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,Average Volume,PE Ratio,EPS
CHN,-0.03488322,0.019276034,0.618204538,0.087345888,2.326510177,57725,,-0.5
CHS,0.385021081,0.054636516,1.212216054,0.130436763,1.609487017,1411435,7,1.07
CHT,0.041638047,0.007587739,0.242061545,0.060059666,2.314215898,205310,24.66,1.48
CI,0.140957331,0.021552943,0.936958756,0.110469006,3.153583526,1196525,14.22,21.84
CIA,-0.044089786,0.033744629,0.787936303,0.099658596,1.693857571,79194,,-0.09
CIB,0.029218103,0.026455386,0.970770084,0.112921752,2.661906106,191258,4.15,6.53
CIEN,0.133464946,0.026176114,1.089228114,0.121514953,3.018589845,1481651,29.86,1.47
CIF,0.008951296,0.015310452,0.529280311,0.080895133,2.507772655,28741,,-0.04
CIG,0.118948069,0.031090044,1.022320685,0.116661344,2.385372732,1852035,5.36,0.47
CII,0.095034432,0.014067354,0.882472811,0.106516478,4.550711941,60342,6.44,2.84
CIM,-0.098331216,0.028449896,1.036788993,0.117710906,2.64362672,2411251,9.76,0.5
CIO,-1.322282909,0.17828711,0.901836892,0.10792119,0.366942906,279075,,-0.4
CIVI,0.40448038,0.038693776,1.144846545,0.125549634,2.146330537,1170395,6.31,12.2
CL,0.080999414,0.013284588,0.533373403,0.081192055,2.912552091,4362483,39.17,1.91
CLB,-0.053573377,0.040954457,1.250534926,0.133216496,2.215057974,218786,41.41,0.51
CLDT,0.032671905,0.034479857,1.36801125,0.141738482,2.878158144,233758,73.36,0.14
CLF,0.300608689,0.039745236,1.564304667,0.155978029,2.855135387,9901022,25.55,0.67
CLH,0.268295159,0.026398822,1.176822224,0.127869218,3.233826831,297320,23.18,6.67
CLS,0.284854263,0.029728531,1.241487988,0.132560212,3.029420186,1139890,15.27,1.68
CLW,0.232239739,0.036292694,0.746765628,0.096671987,1.492641638,120519,7.22,4.93
CLX,0.003874014,0.01705806,0.304161122,0.064564503,1.293494291,2418398,181.96,0.69
CM,0.104668556,0.017229974,0.862644317,0.105078076,3.631930964,1351181,10.77,3.52
CMA,0.02030093,0.031514374,1.33677122,0.139472263,3.077080434,2613534,4.99,8.83
CMC,0.268139914,0.027080655,1.234148099,0.132027761,3.305967369,1026674,6.29,7.25
CMCM,-0.337414716,0.048687484,0.93942552,0.11064795,1.399701616,32426,,-3.44
CMG,0.358142404,0.022614997,0.952104558,0.111567715,3.054066996,240416,48.43,42.13
CMI,0.146470947,0.018724905,0.911846924,0.108647339,3.532586017,1138231,11.5,19.64
CMP,-0.024067348,0.027464812,1.159239465,0.126593727,3.061871608,514257,88.82,0.28
CMRE,0.27171975,0.030676764,1.005356812,0.115430748,2.377393807,572197,2.54,3.65
CMS,0.074059308,0.015394407,0.578818216,0.08448872,2.727530874,2084879,21.94,2.54
CMU,-0.027185134,0.011225436,0.272522349,0.062269358,1.761121607,65031,,-0.26
CNA,0.059598845,0.018413226,0.878866573,0.106254874,3.462450038,148051,8.47,4.73
CNC,0.078545422,0.023524879,0.895879239,0.107489009,2.762565121,3318616,15.37,4.51
CNHI,0.106334408,0.025564073,1.18287572,0.128308352,3.356599382,4390102,6.73,1.72
CNI,0.094659813,0.01604885,0.849967576,0.104158478,3.841924967,927592,20.9,5.31
CNK,0.081781331,0.045989218,1.141509421,0.125307551,1.80058619,4330597,,-0.21
CNO,0.150026882,0.025853314,1.362060652,0.141306813,3.821823901,692961,49.04,0.5
CNP,0.075864792,0.020266512,0.90051334,0.107825177,3.223306383,6892405,21.74,1.26
CNQ,0.336131871,0.030722513,1.210833357,0.130336459,2.859025825,6709489,13.61,4.92
CNS,0.189235672,0.024216271,1.304059822,0.137099308,3.906435797,134071,21.31,2.66
CNX,0.23695847,0.036318034,0.7939515,0.100094951,1.585849913,2065696,1.82,12.29
CODI,0.14831811,0.022868815,0.851606044,0.104277336,2.70137895,200699,,-0.85
COF,0.143013881,0.027763063,1.436949674,0.146739424,3.754608155,3375272,7.96,13.35
COO,0.091433088,0.018578284,0.913012915,0.108731923,3.565018369,278956,60.51,5.53
COP,0.23613203,0.028368813,1.151525604,0.126034147,2.944576776,5887588,11.48,10.43
COR,0.195225582,0.017798043,0.719795293,0.0947155,2.933777695,1528251,22.88,8.53
CORR,-0.427322854,0.050756435,1.325521333,0.138656172,1.894462692,34860,,-2.26
COTY,0.203805741,0.041669442,1.384411943,0.142928223,2.410116837,5064459,17.21,0.57
CP,0.168687135,0.018256508,0.953739238,0.111686298,3.789678702,1882026,23.08,3.22
CPA,0.162518697,0.033865682,1.219390513,0.130957214,2.612001543,519416,11.03,7.91
CPAC,-0.022146999,0.023843816,0.239451091,0.059870298,0.728503269,3038,9.86,0.51
CPB,0.071441649,0.016027988,0.295565018,0.063940923,1.337717706,1372180,14.38,2.85
CPE,0.318640598,0.064545849,1.727447138,0.167812735,1.941453035,2528984,3.52,10.29
CPF,0.008624061,0.025651832,1.073529866,0.120376168,3.035891144,131708,7.41,2.36
CPG,0.381667691,0.044182093,1.452149185,0.147842029,2.384269771,3669153,14.91,0.55
CPK,0.082964838,0.019339135,0.76103928,0.097707428,2.854699901,104413,18.77,4.94
CPS,0.059259207,0.058526346,1.790904509,0.17241607,2.219787815,972805,,-16.17
CPT,0.053035654,0.017875526,0.829996174,0.10270971,3.368276299,1377732,44.4,2.04
CR,0.597787706,0.021319945,0.340492212,0.067200038,1.158541351,210684,22.72,4.4
CRC,0.525479185,0.029443102,0.596871944,0.085798376,1.470577922,785635,8.22,6.31
CRH,0.200840558,0.02142916,1.089213812,0.121513915,3.687214814,2182174,14.77,3.85
CRI,0.016106336,0.024127547,1.0351744,0.11759378,3.112366975,838291,12.93,5.44
CRK,0.335234332,0.042137146,0.934475739,0.110288882,1.608767762,3477661,5.94,2.24
CRL,0.142087212,0.024171167,1.163215046,0.126882124,3.491023951,564245,19.29,9.43
CRM,0.162416129,0.024712515,1.228367605,0.131608431,3.605801729,3858190,129.67,1.6
CRS,0.246629139,0.034538472,1.539660001,0.154190252,3.233792493,346900,30.86,2.16
CRT,0.279114505,0.036269606,0.866589415,0.105364262,1.733249092,20667,8.36,2.2
CSL,0.256489037,0.020236395,0.972902774,0.113076462,3.487600607,226550,18.61,14.54
CSTM,0.311808808,0.039245279,1.748080751,0.169309542,3.231204997,989523,16.24,1.05
CSV,0.186027807,0.028285566,0.829786108,0.102694471,2.128098517,102192,11.45,2.03
CSX,0.107248891,0.018754083,1.035986472,0.117652689,4.007270813,8958648,16.08,1.89
CTLT,0.072370898,0.030177236,1.135751019,0.124889825,2.730197837,4161025,,-1.29
CTR,0.161165593,0.035584378,1.19051633,0.128862618,2.426981257,24016,,-2.44
CTS,0.153658531,0.024239102,0.982851565,0.113798169,2.941452581,163886,21.44,1.9
CTV,-0.488194954,0.056077606,0.538546843,0.081567348,0.696665749,118586,,-0.32
CUBE,0.104347334,0.017687901,0.711631296,0.094123267,2.91856369,3083490,21.06,1.72
CUBI,0.315629055,0.037489771,1.468079327,0.148997636,2.8407118,813473,7.07,6.32
CUK,-0.054426414,0.045426032,1.887965582,0.179457089,3.014947237,1615564,,-1.29
CUZ,-0.029286337,0.022273851,1.062210799,0.119555059,3.459440333,1509478,34.28,0.58
CVE,0.363809669,0.038150126,1.315920956,0.13795974,2.502212988,12305257,13.38,1.43
CVEO,0.178435562,0.044564708,1.079111208,0.120781051,1.756570492,65859,,-0.65
CVI,0.200117433,0.040278857,1.255725278,0.133593016,2.261559078,1045273,4.16,7.85
CVS,0.048358214,0.017908984,0.716654648,0.094487671,2.902882251,7980207,10.76,6.53
CVX,0.142773137,0.022535975,1.020932421,0.116560636,3.286329391,12411761,10.97,13.46
CW,0.18539343,0.021254768,1.075627094,0.120528306,3.671096528,175633,24.52,8.31
CWT,0.092851067,0.019536929,0.713597578,0.094265905,2.649643851,342909,70.92,0.74
CX,0.159546607,0.031183598,1.316656108,0.138013069,3.062926566,9051451,,-1.44
CXE,-0.031400921,0.012459115,0.326772704,0.066204796,1.902606666,114404,,-0.29
CXH,-0.00149184,0.010488011,0.298837018,0.064178281,2.066958193,30580,,-0.41
CXW,0.053623886,0.03270869,1.052397528,0.118843183,2.334033654,1003153,13.04,1.02
CYD,0.003319604,0.024885554,0.656541915,0.090126964,1.913839809,16893,8.81,1.02
CYH,0.343994751,0.058091847,1.54790563,0.154788408,1.932946075,1788623,1.37,1.83
CYN,-0.794258217,0.083294467,-0.22758812,0.025990268,-0.198209231,334959,,-0.63
CYT,-0.360849426,0.055537878,0.997896199,0.114889539,1.303426449,116811,,-1.16
D,-0.042339444,0.017029832,0.66168744,0.090500232,2.818596911,14829522,16.15,2.7
DAC,0.545530225,0.043958499,1.219758723,0.130983924,2.012896848,74879,2.62,25.39
DAL,0.011345959,0.03015938,1.26504507,0.134269093,3.042804392,11373643,6.29,5.3
DAN,0.129510473,0.036597264,1.696516516,0.165568961,3.362791274,2356088,,-0.72
DAR,0.243302874,0.026803937,1.15061392,0.125968011,3.114020624,1783859,9.4,4.81
DB,0.116915754,0.027784246,1.135962571,0.124905171,2.965895543,4029016,4.82,2.38
DBD,-0.218474487,0.029786987,0.405628417,0.071925159,0.9878528,47590,,-12.4
DBL,0.008846128,0.011125575,0.348625807,0.067790067,2.273146854,73935,,-1.58
DCI,0.073186579,0.018423052,1.001493551,0.115150499,3.943456162,378617,20.56,2.9
DCO,0.171400884,0.031517502,1.12234156,0.123917074,2.58323369,72811,25.26,1.92
DD,0.044257331,0.022586436,1.116228576,0.123473624,3.585055396,3002052,35.37,1.97
DDD,0.092843421,0.054718175,1.632498968,0.16092499,2.164271577,1966946,,-0.94
DDS,0.560200155,0.045282249,1.465975311,0.148845006,2.348492139,108030,7.01,47.64
DDT,0.086880919,0.01877451,0.596251455,0.085753364,2.303834501,5972,,
DE,0.261463592,0.02138065,1.002537275,0.115226213,3.401496843,1016002,11.33,33.73
DECK,0.396006242,0.027444025,1.166433274,0.127115581,3.083205941,500002,25.8,23.14
DEI,-0.125797098,0.022955907,1.031352167,0.117316507,3.259139726,1973701,107.42,0.12
DEO,0.068763509,0.015130696,0.696373333,0.093016421,3.338671317,442551,20,7.98
DFP,0.020533067,0.015432304,0.666501099,0.090849425,3.133001009,152330,,-2.23
DFS,0.175314694,0.030275156,1.561886396,0.155802602,3.742428413,1726970,6.46,13.5
DG,0.053820575,0.018280014,0.559942892,0.083119463,2.222069645,1773134,12.22,9.76
DGX,0.118162146,0.016994994,0.625265662,0.087858117,2.668910549,866796,19.96,6.71
DHF,0.022953819,0.014072162,0.62616472,0.087923337,3.227886085,254401,,-0.29
DHI,0.313333106,0.025282833,1.131924385,0.124612232,3.247746459,3662934,8.46,14.05
DHR,0.194561835,0.017578388,0.852653344,0.10435331,3.518713367,2930290,24.95,7.93
DHT,0.316593524,0.029000531,0.594847764,0.085651538,1.487956823,1835542,11.28,1
DHX,0.268319529,0.037821025,0.93281648,0.110168516,1.789177192,144147,65.5,0.04
DIAX,0.007667154,0.013348547,0.811875007,0.101395161,4.412102889,77804,12.06,1.12
DIN,0.099396493,0.041618997,1.743163048,0.168952801,3.038343308,256984,9.42,4.83
DIS,-0.005613723,0.021104305,1.046568433,0.118420328,3.597385846,9376333,69.16,1.23
DK,0.165387898,0.041100796,1.236077829,0.132167747,2.181654754,1174860,,-0.65
DKL,0.296291024,0.034844564,1.001130049,0.11512413,2.084231248,49403,13.03,3.6
DKS,0.366727297,0.031205748,1.164376063,0.126966347,2.706756004,1719540,10.18,11.32
DLB,0.090257418,0.018389509,0.954430894,0.111736472,3.764998346,286184,37.66,2.25
DLNG,-0.000940286,0.041928334,0.718150277,0.094596167,1.242505075,16803,2.99,0.86
DLR,0.104163176,0.019856945,0.81149528,0.101367615,2.964585658,1980770,46,2.89
DLX,-0.066159964,0.02974308,1.133041716,0.124693286,2.763442285,253520,15.19,1.22
DM,-0.199738261,0.048800759,0.993177493,0.114547234,1.476354795,3378835,,-1.5
DMB,-0.001745313,0.012087624,0.350400665,0.067918819,2.102879751,92070,,-0.24
DMO,-0.047757032,0.015620368,0.448978975,0.075069902,2.085091879,47080,,-0.02
DNB,-0.238492751,0.022068562,0.638950856,0.088850871,2.100312255,2685924,,-0.06
DNOW,0.063178649,0.033708,1.102911943,0.122507607,2.373549533,657717,8.88,1.22
DNP,0.041661941,0.013228451,0.564029151,0.083415889,3.093021822,606601,,-0.27
DO,0.542008306,0.036703876,1.022571401,0.116679531,2.021027163,1582868,7.09,1.89
DOC,0.008996172,0.018621546,0.777230242,0.098881955,3.027780571,3608520,59.05,0.2
DOOR,0.182765443,0.028701823,1.313688044,0.13779776,3.320268528,115692,11.12,7.81
DOV,0.147809318,0.01881227,1.081315137,0.120940928,4.169668335,709817,18.46,7.28
DOW,0.106447908,0.024272975,1.157594283,0.126474382,3.459583401,3742874,27.03,1.84
DPG,0.057560178,0.023986887,0.920627928,0.109284332,2.784201696,195293,,-0.69
DPZ,0.118375225,0.020926221,0.552756067,0.082598115,1.91616611,838048,24.79,14.6
DQ,0.638256397,0.050929916,1.385181692,0.142984063,1.97298701,1345656,2.09,12.51
DRD,0.46088702,0.037456006,0.331845363,0.066572777,0.642694719,300084,11.46,0.79
DRH,0.143826106,0.038408755,1.368335638,0.141762014,2.584359067,1726710,21.12,0.4
DRI,0.176943187,0.02795398,1.234238624,0.132034328,3.20291882,1119061,18.77,8.03
DRQ,0.019859891,0.033487889,1.032911664,0.117429636,2.237514479,331016,2302,0.01
DSL,0.001609643,0.016432201,0.641500796,0.089035849,2.831991233,1070252,,-2.06
DSM,-0.023596749,0.009965875,0.264947352,0.061719851,1.928566398,244026,,-0.34
DSU,0.063021357,0.012913398,0.530645154,0.080994142,2.980946068,170255,7.28,1.4
DSX,0.140033791,0.036356302,0.952695423,0.111610577,1.90092429,338040,3.54,0.93
DTE,0.062644463,0.016874468,0.763063914,0.097854299,3.280358153,1728688,16.56,6.05
DTF,0.005480661,0.00724973,0.167980314,0.054685654,1.680842529,8597,,-0.36
DUK,0.07323342,0.015316591,0.638589394,0.08882465,3.024475264,4022496,19.09,4.73
DV,0.037015718,0.033776306,1.011069303,0.115845144,2.171496904,2061737,94.74,0.31
DVA,0.097640139,0.023606634,0.735589907,0.095861276,2.260435559,1046968,15.95,4.98
DVN,0.282842763,0.038124884,1.440484623,0.146995856,2.740883245,6114372,6.47,7.32
DX,0.044595405,0.024305254,0.760966694,0.097702163,2.271202909,877310,58.16,0.19
DY,0.215537067,0.038411754,1.488071927,0.150447942,2.810284078,215181,13.21,6.39
DYN,-0.128200401,0.045298305,0.894571761,0.107394162,1.432595823,820444,,-3.59
DYNA,15.16256306,1.175320293,0.86373337,0.105157079,0.053310641,1000,,0
E,0.084714331,0.021131491,0.942413295,0.11086469,3.23520431,217264,5.83,5.63
EARN,0.071523638,0.030924599,1.012693566,0.115962972,2.375551356,157153,48.5,0.12
EAT,0.170880657,0.042046252,1.573891975,0.156673513,2.715426613,1580734,11.27,3.13
EBF,0.087167611,0.017245597,0.647927974,0.08950209,2.7254546,76537,12.35,1.77
EBR,0.209551386,0.035314746,1.151948652,0.126064836,2.36628733,1693929,37.65,0.2
EBS,-0.471628805,0.040960518,1.210572138,0.13031751,2.143955066,2342635,,-12.08
EC,0.023865071,0.029412528,1.160711902,0.126700541,2.862744084,1650685,3.33,3.71
ECC,0.077150392,0.029340761,0.880485479,0.106372313,2.176913953,1095500,9.08,1.09
ECL,0.072083861,0.019422223,1.061361904,0.119493478,3.964194962,1056840,40.55,4.31
ED,0.090953623,0.01547694,0.511854591,0.079631034,2.399119877,2543081,12.92,6.97
EDD,0.002686822,0.012880047,0.492344489,0.078215729,2.772950244,305132,12.94,0.35
EDF,-0.057601945,0.024714358,0.963742572,0.112411961,2.828799466,145104,,-0.36
EDI,-0.028947695,0.023171805,0.824139075,0.102284823,2.580067562,73152,,-0.43
EDN,0.091519766,0.043343746,0.820768917,0.102040345,1.373677872,27608,,-0.87
EDR,0.093478371,0.028760631,0.631591434,0.088317003,1.593045815,3058432,42.77,0.56
EDU,0.295247692,0.045295396,0.809968675,0.101256872,1.297193016,834193,41.49,1.6
EE,-0.231921479,0.032205972,0.770620264,0.098402453,1.73577908,136722,14.23,1.08
EEA,0.051808314,0.0149904,0.674911318,0.09145952,3.266058281,2237,4.37,1.83
EFC,0.180160671,0.036269677,0.957521421,0.111960666,1.915116745,1059245,27.83,0.46
EFR,0.035557919,0.011996545,0.460852394,0.075931225,2.78673776,183522,1221,0.01
EFT,0.031527925,0.012683638,0.500662358,0.078819126,2.863462803,131004,23.67,0.51
EFX,0.167518234,0.020497383,0.983594348,0.113852052,3.481032253,985408,43.09,4.22
EGF,-0.015925668,0.009617218,0.119900731,0.051197857,0.90440473,103,,-0.19
EGO,0.385967607,0.036634558,0.539660047,0.081648102,1.06861129,3077011,37.33,0.3
EGP,0.17963939,0.020051991,1.062050687,0.119543444,3.842184147,247595,43.3,3.93
EGY,0.41850853,0.044785857,1.20923614,0.130220593,1.958667315,639748,12.11,0.37
EHI,0.005671876,0.011353301,0.45163268,0.075262407,2.885716316,91149,,-0.56
EIG,0.025348319,0.018740884,0.606905541,0.086526235,2.349208067,111905,8.8,4.41
EIX,0.063412513,0.020154846,0.792336074,0.099977765,2.851808665,2642102,19.95,3.21
EL,0.028214506,0.02265546,1.081101811,0.120925453,3.461657904,4031906,72.52,1.53
ELA,0.650965509,0.044724019,0.69553703,0.092955754,1.128157866,34864,7.71,0.49
ELP,0.338648803,0.027922396,0.903929294,0.108072977,2.348400841,481786,62.71,0.14
ELS,0.128893318,0.018484756,0.802876203,0.100742369,3.150832404,1954201,42.96,1.58
EMD,0.004049109,0.014704396,0.57054392,0.083888485,2.814701342,191467,7.67,1.12
EME,0.270255697,0.021359134,0.996395931,0.114780706,3.384065417,301637,18.36,11.45
EMF,0.016634731,0.014091631,0.668048326,0.090961664,3.43903868,25772,,-2.07
EMN,0.067265002,0.022369214,1.144663662,0.125536367,3.712082461,770038,15.47,4.98
EMO,0.144948258,0.034203197,1.233035508,0.131947051,2.61516641,22829,,-2.76
EMR,0.122987272,0.020230953,1.08001553,0.120846652,3.872613095,2686622,16.51,5.57
ENB,0.100118964,0.017783739,0.855488645,0.104558988,3.489648044,11213672,25.06,1.35
ENJ,0.016727338,0.008773241,0.137490301,0.052473843,1.136848102,4491,3.48,
ENLC,0.26837138,0.039305055,1.217396115,0.130812536,2.246849331,2085947,20.4,0.63
ENR,-0.027377609,0.024153507,0.933075215,0.110187285,2.802379169,699275,,-3.52
ENS,0.102251673,0.025930027,1.365457228,0.141553208,3.820019424,212415,17.73,5.1
ENV,0.011468252,0.024204162,1.135314257,0.124858141,3.402643708,2119484,,-2.07
ENVA,0.268669902,0.035462249,1.420144613,0.145520348,2.905070909,261581,7.26,5.9
ENZ,0.112813073,0.051427949,0.480043408,0.077323383,0.67712952,163310,,-0.94
EOD,0.050511324,0.014527217,0.726555051,0.095205868,3.628077416,143626,,-0.06
EOG,0.181274434,0.030788372,1.097483155,0.122113791,2.58583956,5531196,8.63,14.85
EOI,0.085545287,0.015003884,0.928548529,0.10985891,4.489431605,57802,,-1.21
EOS,0.080393736,0.015396833,0.946649461,0.11117199,4.460137378,125085,5.02,3.52
EOT,-0.018057439,0.011324474,0.227134143,0.0589768,1.454972647,33491,,-1
EPC,0.036290749,0.026894005,0.861842575,0.105019916,2.32467857,489493,16.08,2.25
EPAM,0.277478009,0.033607099,1.396832712,0.143829253,3.015114499,700846,30.05,8.01
EPD,0.090063681,0.018563467,0.756776077,0.097398166,2.957322874,4710869,10.83,2.46
EPR,0.104551631,0.035571329,1.330506556,0.139017811,2.713359732,821263,24.2,1.93
EQC,-0.025767564,0.011752466,0.312640905,0.065179645,1.929777539,1380633,27.43,0.7
EQR,0.027664738,0.018746622,0.850317197,0.10418384,3.290397658,2293334,32.21,1.73
EQS,0.09104279,0.034476104,0.106822468,0.050249132,0.2247682,20719,6.5,0.22
EQT,0.349908215,0.037927386,0.900380299,0.107815526,1.722120414,5229295,6.13,7.3
ERF,0.336575981,0.039018594,1.283534967,0.13561039,2.386308161,1110801,4.83,3.61
ERJ,0.071385529,0.036116631,1.427725855,0.146070308,2.867662524,1283514,,-1.24
ESE,0.141291328,0.020500883,1.022507781,0.116674916,3.618132722,92298,28.37,3.53
ESI,0.183325889,0.024098664,1.219462191,0.130962413,3.670843075,1205430,92.38,0.21
ESNT,0.167360411,0.030461627,1.249858634,0.133167437,2.976447614,376113,7.87,6.23
ESRT,-0.00969192,0.027838865,1.05550735,0.119068776,2.750427354,2198457,27.3,0.33
ESS,0.032865295,0.01906103,0.86745909,0.10542735,3.301361486,379366,26.66,8.15
ETB,0.040489379,0.013838121,0.758777485,0.097543353,3.977660888,63931,6.98,1.81
ETG,0.076361278,0.016419424,0.989959096,0.114313765,4.373707786,137186,28.07,0.55
ETJ,0.051860556,0.013989224,0.780503448,0.099119401,4.047358215,185148,7.23,1.06
ETN,0.418901688,0.027881504,1.126559925,0.124223083,2.931085871,1852855,28.72,7.48
ETO,0.085447208,0.017842252,1.00034418,0.115067121,4.067150399,20403,36.17,0.59
ETR,0.095810671,0.017492786,0.754713251,0.097248524,3.129777216,1578110,14.15,6.94
ETV,0.03564615,0.015110342,0.883436679,0.106586399,4.241227568,264607,7.22,1.67
ETW,0.002194738,0.015474523,0.864993114,0.105248463,4.054953,443024,6.78,1.09
ETX,0.02977875,0.011287166,0.261983462,0.061504844,1.683756976,16373,,-0.03
ETY,0.080123161,0.015111313,0.910531627,0.108551925,4.371024889,371371,18.57,0.61
EVC,0.136566432,0.036713332,0.934268038,0.110273815,1.84602737,451173,45.67,0.09
EVER,0.202537312,0.049881358,1.158857521,0.12656602,1.685319392,282404,,-0.94
EVF,0.051162534,0.011161736,0.469431581,0.076553578,3.050921379,104276,9.89,0.61
EVG,0.024275955,0.010171459,0.362749197,0.068814608,2.587102651,80718,,-0.09
EVGN,0.01279918,0.053906126,0.954603386,0.111748985,1.284621811,109834,,-0.55
EVN,0.004705976,0.0095699,0.240343129,0.059935008,1.821859058,149179,,-0.45
EVR,0.200943078,0.025290506,1.305749401,0.137221873,3.745353001,336918,18.22,7.76
EVT,0.05469441,0.016355354,0.953046083,0.111636015,4.227118183,113912,,-0.07
EVTC,0.088250276,0.021405221,0.998491405,0.114932717,3.383880846,337630,22.37,1.51
EW,0.11264839,0.021409102,0.989385497,0.114272154,3.352413109,3806009,28.66,2.34
EXC,0.118080085,0.01785484,0.858742609,0.104795038,3.488972047,5705504,18.87,2.15
EXG,0.053936252,0.015253061,0.910011879,0.108514221,4.327932783,630512,15.87,0.46
EXK,0.226618302,0.043392544,0.857036184,0.10467125,1.432763447,5038067,37.67,0.06
EXP,0.235977758,0.025603027,1.307340938,0.137337327,3.70414514,264685,12.08,13.66
EXPR,0.301808171,0.100578831,1.183144735,0.128327867,0.853339273,50997,0.16,54.82
EXR,0.09889639,0.018543955,0.689625376,0.09252691,2.697747643,3401360,17.48,6.12
F,0.127177626,0.027227467,1.191663672,0.128945849,3.174950134,60497423,6.9,1.53
FAF,0.113194962,0.020890766,0.939830069,0.110677297,3.263513429,602796,24.49,2.27
FAM,-0.019889411,0.009849469,0.353265508,0.068126641,2.601829615,34611,8.18,0.71
FBP,0.203644335,0.028922665,1.367256804,0.141683753,3.429274298,939282,9.18,1.57
FC,0.189557535,0.028493739,1.10534651,0.122684216,2.814099525,250736,28.98,1.24
FCF,0.079800254,0.023293608,0.9929161,0.114528272,3.092190396,652204,8.95,1.48
FCN,0.2865602,0.020539116,0.408784673,0.07215412,1.443787572,162011,31.76,6.77
FCT,0.031868074,0.010451971,0.433166532,0.073922833,3.006402566,57689,18.07,0.55
FCX,0.354951009,0.033131902,1.541332322,0.154311566,3.374740365,9303980,23.43,1.5
FDP,0.021635514,0.026410959,0.65130401,0.089746995,1.788916343,764484,9.79,2.35
FDS,0.186053218,0.018542602,0.936331845,0.110423528,3.663106707,214887,36.89,12.03
FDX,0.103372963,0.023963611,1.079562021,0.120813754,3.268028137,1217098,15.1,16.37
FE,0.068269374,0.018621885,0.743256246,0.096417409,2.89537863,3727670,38.76,0.95
FEI,0.09925493,0.024521079,1.018366493,0.116374498,3.012693668,136985,15.07,0.58
FENG,-0.223467122,0.046108586,0.56263443,0.083314713,0.88518683,8202,,-0.25
FET,0.096401491,0.066298948,1.950943876,0.18402567,2.134659356,78919,,-0.38
FF,0.045610562,0.03092933,0.906858549,0.108285472,2.126960809,260322,7.02,0.96
FFA,0.105600323,0.015401521,0.879660982,0.106312502,4.143259804,12249,6.54,2.61
FFC,0.030478635,0.018981345,0.714399472,0.094324076,2.730263687,88726,,-1.81
FGB,0.037935989,0.02719387,0.909086938,0.108447124,2.425073158,27989,,-0.17
FHN,0.071686464,0.029934176,1.146265119,0.12565254,2.777846317,9868628,6.24,1.9
FI,0.134834722,0.01962088,1.055437098,0.11906368,3.902153158,2724638,25.06,4.77
FICO,0.395739518,0.026304307,1.321797287,0.138386021,3.645259324,171359,56.46,16.48
FIF,0.124236354,0.020042633,0.883377317,0.106582093,3.197289073,27299,,-1.02
FIS,-0.067985419,0.022524569,1.074383334,0.120438081,3.460136382,6266125,,-39.24
FIX,0.332662013,0.026184513,1.199023707,0.129479762,3.321801763,391683,23.51,7.99
FL,0.005480629,0.034178272,1.111018244,0.123095656,2.358096248,4831175,14.4,1.59
FLC,0.03316967,0.018481008,0.701176301,0.093364839,2.752276199,17621,,-1.87
FLO,0.085712397,0.014925912,0.423985575,0.073256827,2.060632956,1240540,21.2,1.05
FLR,0.187076524,0.044810529,1.33229993,0.139147906,2.156812416,4116286,,-0.39
FLS,0.048756412,0.025588073,1.185298394,0.128484098,3.360319344,850304,20.19,1.87
FLT,0.097660491,0.022117328,1.127709501,0.124306476,3.698750427,472400,19.09,12.4
FMC,0.025098612,0.022022056,1.006889643,0.115541943,3.316763144,2205310,11.79,4.7
FMN,-0.008032895,0.010398422,0.243724092,0.06018027,1.700284009,25674,,-0.45
FMO,0.93110529,0.117138322,0.798097705,0.100395726,0.494250942,55034,2.5,
FMS,-0.102369849,0.019910429,0.633527827,0.088457473,2.308211125,650383,21.26,0.82
FMX,0.10888058,0.018043464,0.692123426,0.092708124,2.782621124,1551776,31.99,3.78
FMY,0.011558451,0.008638731,0.102046729,0.049902689,0.856918625,400,83.77,0.13
FN,0.33575793,0.026705379,1.060177211,0.119407538,2.879852005,349970,24.11,6.74
FNB,0.106036966,0.026741846,1.204640662,0.129887228,3.267808303,2073869,7.35,1.57
FNF,0.134453113,0.02072575,0.942308629,0.110857097,3.298172453,1695717,31.49,1.36
FNV,0.182394563,0.0193713,0.307770508,0.064826335,1.152547081,1676617,36.14,3.45
FOF,0.065348639,0.015808311,0.747024005,0.09669073,3.427989939,84490,14.28,0.76
FOR,0.151320004,0.026023179,1.043671147,0.118210152,2.909335241,207857,9.09,2.91
FPF,0.040671631,0.021202727,0.72956938,0.095424534,2.496119181,269523,,-2.69
FPL,0.091365579,0.022917588,1.006904083,0.11554299,3.187202323,33866,14.24,0.49
FR,0.123303417,0.01758101,0.953731442,0.111685732,3.935253498,1121327,21.88,2.02
FRA,0.052298645,0.012264899,0.428637348,0.073594276,2.535224909,160772,7.07,1.73
FRCB,-0.749678587,0.073690454,1.206101287,0.129993184,1.187306893,629926,0,6.95
FRO,0.438384276,0.037186247,0.818122995,0.101848404,1.595977229,2555012,6.03,3.76
FRT,0.034117735,0.023299591,0.998385411,0.114925028,3.108424884,1172758,20.32,4.7
FSD,0.025242369,0.011284475,0.563642951,0.083387873,3.623374069,103932,,-0.09
FSM,0.149276573,0.040818773,0.712797473,0.094207864,1.266766718,4822263,,-0.49
FSS,0.266639145,0.0205074,0.929150031,0.109902544,3.286742502,283554,29.38,2.19
